2010 Data View: Medicare Part D Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare Part D Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drug Plan Customer Service,,,,,,,"Drug Plan Member Complaints, Members Who Choose to Leave, and Medicare Audit Findings",,,,Member Experience with Drug Plan,,,Drug Pricing and Patient Safety,,,,,,,,
H2593,"CareMore Health Plan of Arizona, Inc.","CAREMORE HEALTH PLAN OF ARIZONA, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H2610,Essence Healthcare,"ESSENCE HEALTHCARE, INC.",0:11,0:27,83.4%,57.1%,1.1,Not enough data available to calculate measure,27.9%,0.25,0.22,3.6%,28,86.4%,87.9%,93.5%,99.3%,80.9%,32.8,21.6%,80.2%,,,,
H2611,Mercy Health Plans,MERCY HEALTH PLANS,1:41,1:19,76.1%,50.0%,0,No appeals required review,68.4%,0.23,0.29,22.4%,No data available,83.1%,81.4%,91.6%,98.9%,79.8%,16.3,23.7%,86.7%,,,,
H2613,Blue Cross Blue Shield of Missouri,HEALTHY ALLIANCE LIFE INSURANCE COMPANY,0:50,0:53,Not enough data available to calculate measure,Not enough data available to calculate measure,2.7,Not enough data available to calculate measure,15.4%,1.94,0.62,16.6%,66,78.4%,76.2%,86.7%,99.9%,100.0%,7.2,19.1%,81.4%,,,,
H2643,L.A. Care Health Plan Medicare Advantage,L. A. CARE HEALTH PLAN,0:29,0:15,75.9%,56.1%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,83.5%,7.1,10.5%,95.1%,,,,
H2649,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",0:36,0:21,67.4%,52.9%,6.8,33.3%,60.0%,0.13,0.16,6.2%,No data available,86.4%,85.0%,91.7%,99.3%,Not enough data available to calculate measure,25.8,22.5%,84.8%,,,,
H2654,SecureHorizons by UnitedHealthcare,"UNITEDHEALTHCARE OF THE MIDWEST, INC.",0:38,0:38,76.0%,51.0%,2.6,100.0%,67.9%,0.32,0.26,7.0%,No data available,78.0%,84.2%,91.3%,98.6%,77.0%,13.2,15.1%,81.5%,,,,
H2663,"Group Health Plan, Inc.","GROUP HEALTH PLAN, INC.",0:33,0:31,65.3%,63.7%,0,Not enough data available to calculate measure,100.0%,0.58,0.4,6.4%,No data available,77.3%,84.4%,90.0%,97.9%,57.0%,12.7,22.6%,81.7%,,,,
H2667,"Mercy Health Plans of Missouri, Inc.",MERCY HEALTH PLANS OF MISSOURI INC.,1:32,1:19,78.9%,47.3%,0,No appeals required review,31.6%,0.17,0.05,9.4%,No data available,82.3%,82.7%,91.8%,99.6%,80.0%,18.1,23.5%,79.7%,,,,
H2672,"Coventry Health Care of Kansas, Inc.","COVENTRY HEALTH CARE OF KANSAS, INC.",0:53,0:31,65.3%,64.6%,0,Not enough data available to calculate measure,100.0%,0.2,0.35,5.1%,No data available,83.4%,86.4%,90.7%,98.4%,57.0%,15.6,22.2%,83.9%,,,,
H2701,New West Health Services,NEW WEST HEALTH SERVICES,0:49,1:19,76.1%,1.1%,0,No appeals required review,58.3%,0,0.18,3.5%,No data available,91.8%,85.5%,92.2%,98.5%,21.9%,13.3,18.2%,85.0%,,,,
H2762,CIGNA Medicare Access,CONNECTICUT GENERAL LIFE INSURANCE COMPANY,0:12,0:20,82.5%,71.4%,25.3,71.4%,17.6%,1.91,1.19,49.3%,No data available,82.7%,81.0%,86.1%,86.1%,80.8%,Not enough data available to calculate measure,18.8%,87.2%,,,,
H2773,QUALITY HEALTH PLANS,"QUALITY HEALTH PLANS OF NEW YORK, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H2775,Universal American,AMERICAN PROGRESSIVE LIFE & HEALTH INSURANCE OF NY,0:24,0:51,71.6%,27.9%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,88.5%,21.4%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H2802,SecureHorizons by UnitedHealthcare,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.",0:40,0:38,76.0%,51.0%,0,No appeals required review,Not enough data available to calculate measure,0.04,0.25,4.0%,No data available,85.6%,85.3%,93.1%,99.4%,77.1%,21.8,15.8%,76.8%,,,,
H2803,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,0:37,0:38,76.0%,51.0%,1.8,Not enough data available to calculate measure,66.7%,0.39,0.54,5.4%,No data available,79.5%,82.8%,91.9%,99.5%,77.0%,21.3,14.3%,81.1%,,,,
H2810,"Group Health Options, Inc.",GROUP HEALTH OPTIONS,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H2899,Southeast Community Care,"ARCADIAN HEALTH PLAN OF NORTH CAROLINA, INC.",0:38,0:46,86.6%,54.1%,0,No appeals required review,93.8%,1.01,0.63,46.4%,58,71.4%,78.9%,84.2%,99.3%,77.9%,10.7,19.7%,84.8%,,,,
H2905,"Sierra Health and Life Insurance Company, Inc.","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",0:28,0:23,62.1%,3.2%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,29.3%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.0%,100.0%,63.9,11.8%,76.7%,,,,
H2906,Senior Care Plus,HOMETOWN HEALTH PLAN,0:14,1:06,78.0%,50.5%,Not enough data available to calculate measure,No appeals required review,0.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,4.9%,42,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,94.9%,21.2%,79.0,30.0%,92.6%,,,,
H2926,PrimeWest Health,PRIMEWEST HEALTH SYSTEM,0:04,0:15,80.7%,95.7%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,84.0%,13.6,Not enough data available to calculate measure,80.4%,,,,
H2931,"Health Plan of Nevada, Inc.","HEALTH PLAN OF NEVADA, INC.",1:05,0:24,71.1%,26.2%,0,Not enough data available to calculate measure,Not enough data available to calculate measure,0.15,0.31,4.3%,No data available,79.4%,80.6%,88.7%,96.2%,100.0%,65.7,12.6%,81.9%,,,,
H2944,Humana Insurance Company,HUMANA INSURANCE COMPANY,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H2949,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",0:36,0:18,67.7%,53.6%,2.7,33.3%,68.4%,0.31,0.18,7.9%,No data available,79.0%,81.2%,87.4%,99.2%,79.7%,15.2,17.3%,85.3%,,,,
H2960,Senior Care Plus,HOMETOWN HEALTH PLAN,0:21,1:06,78.0%,50.5%,0,Not enough data available to calculate measure,1.3%,0,0.1,3.6%,42,86.6%,86.2%,91.9%,75.2%,21.2%,75.8,21.0%,86.2%,,,,
H2961,"Health Plan of Nevada, Inc.","HEALTH PLAN OF NEVADA, INC.",0:51,0:24,62.1%,3.3%,0.2,60.0%,24.0%,0.12,0.07,3.9%,No data available,80.6%,86.0%,89.1%,99.6%,100.0%,66.6,14.9%,86.5%,,,,
H2997,Anthem Blue Cross and Blue Shield,"ROCKY MOUNTAIN HOSPITAL AND MEDICAL SERVICES, INC.",0:36,0:46,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,32.2%,66,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,100.0%,7.9,16.8%,87.4%,,,,
H3028,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",0:36,0:21,67.5%,53.5%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,96.2%,81.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H3044,Welborn Health Plans,"NHP OF INDIANA, LLC",0:45,1:19,71.3%,50.5%,0,No appeals required review,22.2%,0,0.12,3.2%,No data available,81.6%,80.7%,88.9%,97.1%,79.6%,11.3,27.9%,83.2%,,,,
H3059,PHYSICIANS HEALTH CHOICE OF NEW MEXICO,PHYSICIANS HEALTH CHOICE OF NEW MEXICO,0:43,0:27,77.7%,67.0%,0,No appeals required review,Not enough data available to calculate measure,1.01,0.81,21.2%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,95.1%,81.3%,6.8,17.9%,93.9%,,,,
H3081,Educators Mutual Insurance Association,EDUCATORS MUTUAL INSURANCE ASSOCIATION,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H3107,AARP MedicareComplete from SecureHorizons,"OXFORD HEALTH PLANS (NJ), INC.",0:52,0:39,73.9%,67.4%,5.2,50.0%,67.0%,1.08,0.43,10.9%,No data available,75.2%,78.8%,85.0%,91.9%,77.1%,12.2,11.0%,82.1%,,,,
H3113,Evercare® Health Plans,"OXFORD HEALTH PLANS (NJ), INC.",0:35,0:39,79.5%,40.3%,11,Not enough data available to calculate measure,Not enough data available to calculate measure,1.64,2.18,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.3%,76.7%,49.6,15.9%,74.9%,,,,
H3132,Positive Healthcare Partners,"AIDS HEALTHCARE FOUNDATION MCO OF FLORIDA, INC.",0:24,1:36,82.8%,72.5%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.3%,Not enough data available to calculate measure,6.9,Not enough data available to calculate measure,100.0%,,,,
H3152,Aetna Medicare,"AETNA HEALTH, INC.",0:40,0:15,67.1%,48.2%,7.9,76.5%,27.4%,0.47,0.32,7.4%,43,82.0%,77.3%,88.5%,98.1%,80.4%,15.5,4.4%,83.0%,,,,
H3154,"Horizon Blue Cross Blue Shield of New Jersey, Inc.","HORIZON HEALTHCARE OF NEW JERSEY, INC.",0:30,1:12,71.3%,47.9%,1.7,18.2%,76.1%,0.5,0.31,5.9%,No data available,79.9%,79.7%,87.7%,98.1%,82.0%,11.6,14.4%,82.7%,,,,
H3156,AmeriHealth 65,AMERIHEALTH HMO_INC,0:40,0:26,81.2%,80.7%,0,Not enough data available to calculate measure,100.0%,0.84,0.14,18.2%,62,80.0%,75.2%,88.3%,99.6%,82.5%,9.8,17.1%,78.2%,,,,
H3164,AmeriChoice Personal Care Plus,"AMERICHOICE OF NEW JERSEY, INC",0:19,0:34,76.2%,73.3%,7.9,Not enough data available to calculate measure,83.3%,0.59,0.79,Not enough data available to calculate measure,No data available,66.7%,78.0%,78.7%,99.7%,81.0%,25.1,22.7%,85.1%,,,,
H3204,Presbyterian Senior Care,PRESBYTERIAN HEALTH PLAN,0:44,0:19,76.6%,63.3%,0,Not enough data available to calculate measure,0.0%,0.05,0.06,2.2%,13,82.7%,87.1%,92.2%,99.2%,73.2%,23.8,21.7%,83.9%,,,,
H3206,Presbyterian MediCare PPO,"PRESBYTERIAN INSURANCE COMPANY, INC.",0:44,0:19,76.6%,63.3%,0,No appeals required review,Not enough data available to calculate measure,0.3,0.09,15.5%,11,81.5%,81.6%,90.0%,98.6%,73.2%,22.5,21.9%,85.4%,,,,
H3209,Evercare® Health Plans,UNITEDHEALTHCARE INSURANCE COMPANY,0:40,0:37,76.7%,41.7%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.6%,76.8%,43.1,24.2%,86.1%,,,,
H3214,"First Medical Health Plan of Florida, Inc.",FIRST MEDICAL HEALTH PLAN (OF FLORIDA),0:07,0:54,64.4%,30.6%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,38.5%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.6%,81.4%,7.5,15.9%,89.6%,,,,
H3240,AMERIGROUP Community Care,"AMERIGROUP NEW JERSEY, INC.",0:39,0:53,71.1%,77.3%,0,No appeals required review,Not enough data available to calculate measure,0.33,1.47,46.2%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,97.9%,79.8%,20.3,16.6%,83.5%,,,,
H3251,Lovelace Senior Plan,"LOVELACE HEALTH SYSTEM, INC.",0:25,0:29,78.0%,63.5%,0,Not enough data available to calculate measure,43.8%,0.05,0.04,2.0%,No data available,85.5%,87.9%,91.6%,99.9%,81.1%,31.5,20.5%,87.5%,,,,
H3305,MVP HEALTH CARE,"MVP HEALTH PLAN, INC.",0:30,0:31,84.8%,81.1%,0,40.0%,91.0%,0.04,0.03,1.9%,No data available,84.2%,81.6%,91.8%,99.6%,74.6%,21.0,17.0%,81.4%,,,,
H3307,SecureHorizons by UnitedHealthcare,"OXFORD HEALTH PLANS (NY), INC.",0:45,0:39,76.3%,69.4%,4.2,69.0%,56.4%,0.63,0.19,5.3%,No data available,76.9%,78.6%,87.7%,95.6%,77.1%,13.8,11.6%,81.2%,,,,
H3312,Aetna Medicare,AETNA HEALTH INC.,0:40,0:15,67.1%,48.2%,3.9,Not enough data available to calculate measure,45.5%,0.55,0.23,5.7%,43,81.0%,78.6%,88.0%,98.2%,79.8%,14.5,3.4%,81.8%,,,,
H3327,Touchstone Health,"TOUCHSTONE HEALTH HMO, INC.",0:33,0:31,76.9%,37.0%,0.8,Not enough data available to calculate measure,4.5%,0.7,0.71,10.4%,37,80.1%,81.9%,85.8%,99.6%,79.5%,12.6,12.2%,86.8%,,,,
H3328,Fidelis Care,NEW YORK STATE CATHOLIC HLTH PLAN INC,0:29,0:53,81.8%,80.0%,0,No appeals required review,43.8%,1.04,0.91,14.1%,No data available,79.0%,79.7%,86.4%,95.8%,77.9%,18.1,13.1%,88.4%,,,,
H3330,HIP Medicare HMO,HIP OF GREATER NEW YORK,0:47,1:07,86.1%,59.1%,0.7,68.8%,33.1%,0.21,0.15,4.4%,20,79.9%,83.9%,89.5%,98.5%,80.3%,7.6,13.3%,86.5%,,,,
H3333,Universal American,AMERICAN PROGRESSIVE LIFE/HLTH INS.,0:38,0:43,78.2%,10.8%,0,Not enough data available to calculate measure,83.5%,5.37,2.02,21.7%,33,78.9%,81.3%,90.1%,94.7%,28.0%,21.6,16.2%,80.4%,,,,
H3335,"Excellus Health Plan, Inc","EXCELLUS HEALTH PLAN, INC.",0:24,0:26,86.6%,80.7%,0,No appeals required review,95.5%,0.16,0.11,6.8%,No data available,80.5%,83.3%,92.4%,98.9%,82.3%,14.5,16.5%,82.6%,,,,
H3336,Neighborhood Health Providers,NEIGHBORHOOD HEALTH PROVIDERS LLC,0:45,1:12,71.9%,84.8%,0,No appeals required review,83.3%,0.24,0.48,15.6%,24,79.1%,83.0%,84.7%,99.9%,79.8%,11.4,12.3%,92.8%,,,,
H3337,Liberty Health Advantage,"LIBERTY HEALTH ADVANTAGE, INC.",0:19,0:18,68.6%,76.1%,0,No appeals required review,0.0%,0.6,1.21,33.6%,10,73.1%,76.6%,83.5%,97.3%,78.6%,21.4,10.6%,83.0%,,,,
H3342,Empire BlueCross BlueShield,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",0:29,0:58,Not enough data available to calculate measure,Not enough data available to calculate measure,5.6,Not enough data available to calculate measure,91.2%,1.64,0.65,10.6%,66,78.1%,77.7%,86.7%,98.7%,100.0%,8.7,13.8%,83.8%,,,,
H3344,Independent Health,INDEPENDENT HEALTH BENEFITS CORPORATION,1:14,0:12,87.1%,63.4%,0,No appeals required review,100.0%,0.1,0.21,7.5%,48,90.7%,84.9%,94.8%,99.6%,72.1%,24.1,23.5%,81.3%,,,,
H3346,MVP HEALTH CARE,"MVP HEALTH PLAN, INC.",0:30,0:31,84.8%,81.1%,0,Not enough data available to calculate measure,100.0%,0.31,0,8.6%,No data available,89.4%,82.4%,91.9%,98.3%,74.6%,12.2,18.5%,81.3%,,,,
H3347,Elderplan,"ELDERPLAN, INC.",0:43,0:19,64.8%,78.3%,0,No appeals required review,0.0%,0.87,0.52,16.4%,No data available,74.1%,77.1%,80.1%,99.6%,83.5%,16.2,8.7%,90.8%,,,,
H3351,"Excellus Health Plan, Inc","EXCELLUS HEALTH PLAN, INC.",0:24,0:26,86.6%,80.7%,0,Not enough data available to calculate measure,66.7%,0.12,0.08,5.9%,No data available,83.6%,82.1%,91.5%,98.5%,82.3%,14.0,17.8%,80.5%,,,,
H3359,Healthfirst Medicare Plan,"MANAGED HEALTH, INC.",1:08,0:33,68.1%,58.9%,0.1,Not enough data available to calculate measure,34.9%,0.12,0.08,7.9%,25,74.0%,81.4%,86.5%,99.7%,73.7%,12.7,13.0%,91.7%,,,,
H3361,WellCare,"WELLCARE_OF NEW YORK, INC.",0:57,0:30,75.7%,22.8%,2.3,Not enough data available to calculate measure,73.1%,0.49,0.55,16.3%,12,73.9%,81.1%,83.9%,99.8%,85.2%,16.3,15.5%,89.2%,,,,
H3362,Independent Health,"INDEPENDENT HEALTH ASSOCIATION, INC.",1:14,0:12,87.1%,63.4%,0,66.7%,98.8%,0.11,0.08,1.5%,48,87.9%,87.2%,94.0%,95.8%,72.1%,17.3,19.8%,81.3%,,,,
H3366,Touchstone Health,"TOUCHSTONE HEALTH HMO, INC.",0:33,0:31,79.9%,37.0%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,63.3%,37,79.3%,82.2%,86.9%,98.5%,79.5%,16.8,11.5%,83.9%,,,,
H3370,Empire BlueCross BlueShield HMO,"EMPIRE HEALTHCHOICE HMO, INC.",0:25,0:58,Not enough data available to calculate measure,Not enough data available to calculate measure,1.7,25.0%,53.8%,0.47,0.18,6.2%,66,76.4%,78.1%,86.6%,99.1%,100.0%,9.3,13.9%,82.4%,,,,
H3379,SecureHorizons by UnitedHealthcare,"UNITEDHEALTHCARE OF NEW YORK, INC.",0:37,0:39,76.3%,47.2%,2.1,Not enough data available to calculate measure,76.9%,0.25,0.09,11.0%,No data available,72.7%,80.7%,86.3%,99.1%,77.0%,35.3,14.6%,74.2%,,,,
H3384,Senior Blue,HEALTHNOW NEW YORK INC,0:23,0:31,82.8%,64.8%,0,50.0%,81.6%,0.18,0.03,6.2%,32,86.3%,77.9%,87.8%,99.7%,79.3%,19.6,16.7%,81.1%,,,,
H3387,AmeriChoice Personal Care Plus,"UNITEDHEALTHCARE OF NEW YORK, INC.",0:16,0:31,70.0%,83.7%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.6%,80.4%,87.5,11.1%,86.9%,,,,
H3388,CDPHP Medicare Choices,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC.",0:33,0:53,90.3%,67.7%,0,Not enough data available to calculate measure,69.8%,0.07,0.05,2.7%,No data available,88.9%,87.2%,91.6%,94.7%,79.8%,18.0,16.6%,82.5%,,,,
H3404,"PARTNERS National Health Plans, a BCBSNC company",PARTNERS NATIONAL HEALTH PLANS OF NC INC,0:26,0:31,81.7%,50.5%,15.8,25.0%,35.3%,0.46,0.62,8.7%,No data available,84.1%,81.3%,90.5%,97.8%,56.4%,11.8,24.7%,85.7%,,,,
H3405,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:35,0:21,71.0%,50.6%,8.2,Not enough data available to calculate measure,33.3%,0.68,0.27,21.1%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,80.5%,21.1,21.9%,73.8%,,,,
H3449,"PARTNERS National Health Plans, a BCBSNC company","PARTNERS NATIONAL HEALTH PLANS OF NC, INC.",0:27,0:31,81.7%,50.5%,29.9,22.2%,35.7%,0.16,0.16,4.9%,No data available,84.3%,84.3%,92.8%,99.4%,56.4%,14.3,29.3%,81.5%,,,,
H3456,SecureHorizons by UnitedHealthcare,"UNITEDHEALTHCARE OF NORTH CAROLINA, INC.",0:37,0:39,76.3%,47.2%,4.1,64.7%,79.7%,0.46,0.33,6.0%,No data available,76.7%,84.3%,90.8%,99.0%,76.9%,17.8,21.9%,82.0%,,,,
H3518,"Blue Cross and Blue Shield of Florida, Inc.","BLUE CROSS BLUE SHIELD OF FLORIDA, INC.",0:32,0:14,73.6%,25.0%,0,No appeals required review,75.0%,1.54,0.81,23.1%,12,76.5%,81.9%,89.8%,97.0%,81.8%,22.7,19.7%,80.1%,,,,
H3528,"ConnectiCare, Inc.","CONNECTICARE, INC.",0:51,0:47,83.7%,87.9%,0.9,Not enough data available to calculate measure,62.2%,0.73,0.64,8.2%,13,87.8%,85.7%,92.7%,98.9%,80.3%,7.2,13.6%,83.0%,,,,
H3533,Northeast Community Care,"ARCADIAN HEALTH PLAN OF NEW YORK, INC.",0:38,0:46,92.8%,33.0%,Not enough data available to calculate measure,No appeals required review,75.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,77.9%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H3597,Aetna Medicare,AETNA HEALTH,0:40,0:15,67.1%,48.2%,8.4,Not enough data available to calculate measure,50.0%,2.23,1.12,8.9%,43,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,94.0%,69.4%,24.5,5.3%,83.7%,,,,
H3619,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:35,0:21,71.0%,50.6%,9,25.0%,57.1%,0.37,0.36,29.0%,No data available,83.7%,81.1%,90.2%,99.5%,80.5%,21.8,21.8%,83.3%,,,,
H3620,PrimeTime Health Plan,MCKINLEY LIFE INSURANCE COMPANY,0:37,0:21,82.8%,67.4%,0,No appeals required review,Not enough data available to calculate measure,0,0.18,20.6%,No data available,87.9%,83.7%,93.9%,100.0%,73.1%,39.4,24.7%,81.4%,,,,
H3623,Aetna Medicare,"AETNA HEALTH,  INC.",0:40,0:15,67.1%,48.2%,15.7,Not enough data available to calculate measure,50.0%,0.59,0.65,13.4%,No data available,81.1%,80.2%,88.6%,97.2%,83.6%,18.3,7.8%,83.9%,,,,
H3653,Paramount Elite,"PARAMOUNT CARE, INC",0:47,0:37,82.7%,48.8%,0,No appeals required review,14.7%,0.06,0.05,2.6%,No data available,84.1%,81.5%,90.6%,99.1%,61.9%,16.0,24.7%,76.1%,,,,
H3655,Anthem Blue Cross and Blue Shield,COMMUNITY INSURANCE COMPANY,0:13,0:52,Not enough data available to calculate measure,Not enough data available to calculate measure,1.9,47.4%,88.8%,0.11,0.06,3.6%,66,80.5%,79.1%,86.5%,99.9%,100.0%,7.4,21.7%,78.8%,,,,
H3659,SecureHorizons by UnitedHealthcare,"UNITEDHEALTHCARE OF OHIO, INC.",0:37,0:39,76.3%,50.2%,3,84.6%,78.0%,0.58,0.3,6.7%,No data available,81.6%,84.2%,91.6%,98.2%,77.0%,21.2,17.7%,79.6%,,,,
H3660,SummaCare,SUMMACARE INC.,0:20,0:57,78.2%,74.1%,0,No appeals required review,0.0%,0.25,0.1,3.8%,No data available,85.1%,85.9%,93.7%,97.8%,82.5%,29.4,24.0%,82.2%,,,,
H3664,PrimeTime Health Plan,MCKINLEY LIFE INSURANCE COMPANY,0:37,0:21,82.8%,67.4%,0,No appeals required review,50.0%,0.04,0.01,5.2%,No data available,90.1%,85.9%,92.4%,99.9%,73.4%,39.4,25.4%,82.9%,,,,
H3668,MediGold,"MT. CARMEL HEALTH PLAN, INC.",0:25,1:12,80.0%,87.2%,0,No appeals required review,98.3%,0.11,0.06,1.8%,20,92.0%,91.2%,94.9%,98.7%,80.1%,11.0,27.2%,83.1%,,,,
H3672,The Health Plan,HOMETOWN HEALTH PLAN,0:06,0:31,83.8%,76.8%,0,No appeals required review,Not enough data available to calculate measure,0,0,2.5%,90,90.0%,86.7%,93.1%,96.2%,78.0%,17.3,23.1%,81.2%,,,,
H3706,Universal American,"GLOBALHEALTH, INC.",1:55,0:49,67.8%,8.0%,0,Not enough data available to calculate measure,65.0%,1.23,1.04,14.3%,16,67.4%,83.6%,89.1%,98.2%,44.6%,20.5,30.5%,79.8%,,,,
H3708,Universal American,"SELECTCARE OF OKLAHOMA, INC.",1:01,0:49,85.3%,15.1%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,16,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.4%,20.7%,57.6,55.9%,73.4%,,,,
H3709,HISC - Blue Cross And Blue Shield Of Oklahoma,HCSC INSURANCE SERVICES COMPANY,0:54,1:49,72.8%,26.4%,0,Not enough data available to calculate measure,0.0%,0.77,0.29,15.8%,No data available,79.1%,78.9%,90.1%,99.3%,75.2%,10.8,24.6%,80.1%,,,,
