DISABLED -- REPRICING ADJUSTMENTS TO THE 2007-2011 PHYSICIAN REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT GEOGRAPHIC PRACTICE COST INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011,,,,,
11962,GEORGIA                  ,WHEELER,"2,908","2,921","2,325","-4,143","-5,545",,,,,
11963,GEORGIA                  ,WHITE,449,"4,460","8,364","-12,362","-15,082",,,,,
11970,GEORGIA                  ,WHITFIELD,"17,903","24,200","31,031","-57,720","-79,307",,,,,
11971,GEORGIA                  ,WILCOX,"2,649","2,447","4,247","-4,376","-6,830",,,,,
11972,GEORGIA                  ,WILKES,"2,859","3,662","4,586","-6,132","-6,519",,,,,
11973,GEORGIA                  ,WILKINSON,"4,482","5,620","6,237","-9,655","-11,815",,,,,
11980,GEORGIA                  ,WORTH,"4,282","4,847","5,376","-8,155","-9,982",,,,,
12010,HAWAII                   ,HAWAII,"24,838","12,536","-4,653","-4,760","-41,961",,,,,
12020,HAWAII                   ,HONOLULU,"75,582","39,996","-11,889","-10,999","-102,710",,,,,
12030,HAWAII                   ,KALAWAO,0,0,0,0,0,,,,,
12040,HAWAII                   ,KAUAI,"6,487","3,938",-574,"-1,195","-13,018",,,,,
12050,HAWAII                   ,MAUI,"16,634","9,008","-2,960","-4,568","-37,563",,,,,
13000,IDAHO                    ,ADA,"71,445","52,136","35,440","-79,744","-107,636",,,,,
13010,IDAHO                    ,ADAMS,"1,474",766,643,-924,-991,,,,,
13020,IDAHO                    ,BANNOCK,"26,664","21,126","13,757","-32,031","-44,993",,,,,
13030,IDAHO                    ,BEAR LAKE,"1,721","1,515","1,590",-685,"-1,167",,,,,
13040,IDAHO                    ,BENEWAH,"4,253","3,867","3,567","-2,645","-3,945",,,,,
13050,IDAHO                    ,BINGHAM,"11,635","9,082","5,469","-12,334","-14,687",,,,,
13060,IDAHO                    ,BLAINE,"1,492",950,716,"-1,572","-1,772",,,,,
13070,IDAHO                    ,BOISE,"1,677",833,572,"-1,698","-1,721",,,,,
13080,IDAHO                    ,BONNER,"13,177","10,960","9,349","-6,591","-9,425",,,,,
13090,IDAHO                    ,BONNEVILLE,"36,310","27,083","18,559","-42,934","-55,038",,,,,
13100,IDAHO                    ,BOUNDARY,"3,167","3,469","2,700","-2,116","-3,385",,,,,
13110,IDAHO                    ,BUTTE,878,784,595,-910,"-1,203",,,,,
13120,IDAHO                    ,CAMAS,144,42,28,-69,-254,,,,,
13130,IDAHO                    ,CANYON,"36,185","27,898","20,371","-52,325","-62,859",,,,,
13140,IDAHO                    ,CARIBOU,"1,431","1,055",661,"-1,557","-1,187",,,,,
13150,IDAHO                    ,CASSIA,"5,230","3,280","1,627","-4,730","-5,228",,,,,
13160,IDAHO                    ,CLARK,52,37,8,-201,-173,,,,,
13170,IDAHO                    ,CLEARWATER,"3,830","3,163","3,124","-1,679","-2,486",,,,,
13180,IDAHO                    ,CUSTER,578,726,527,-741,-903,,,,,
13190,IDAHO                    ,ELMORE,"6,530","3,235","2,314","-5,332","-7,287",,,,,
13200,IDAHO                    ,FRANKLIN,"1,088","1,085","1,129","-1,540","-2,016",,,,,
13210,IDAHO                    ,FREMONT,"3,565","2,735","1,408","-3,357","-3,668",,,,,
13220,IDAHO                    ,GEM,"4,154","3,868","2,575","-5,264","-5,728",,,,,
13230,IDAHO                    ,GOODING,"2,649","2,257","1,033","-3,037","-3,780",,,,,
13240,IDAHO                    ,IDAHO,"4,789","4,627","3,297","-1,940","-3,305",,,,,
13250,IDAHO                    ,JEFFERSON,"6,368","5,425","3,006","-6,839","-8,237",,,,,
13260,IDAHO                    ,JEROME,"4,015","2,873","1,892","-4,071","-5,527",,,,,
13270,IDAHO                    ,KOOTENAI,"53,096","41,450","33,261","-41,848","-53,562",,,,,
13280,IDAHO                    ,LATAH,"6,939","6,164","5,785","-2,525","-3,880",,,,,
13290,IDAHO                    ,LEMHI,"7,703","7,122","7,303",195,-954,,,,,
13300,IDAHO                    ,LEWIS,"2,939","1,924","2,155","-1,376","-1,428",,,,,
13310,IDAHO                    ,LINCOLN,832,442,486,-746,-943,,,,,
13320,IDAHO                    ,MADISON,"3,627","2,678","1,745","-4,013","-4,947",,,,,
13330,IDAHO                    ,MINIDOKA,"4,054","2,701","2,154","-3,709","-5,010",,,,,
13340,IDAHO                    ,NEZ PERCE,"20,182","18,230","14,125","-9,015","-16,223",,,,,
13350,IDAHO                    ,ONEIDA,"1,353",888,772,"-1,292","-1,732",,,,,
13360,IDAHO                    ,OWYHEE,"2,629","2,200",965,"-2,450","-3,105",,,,,
13370,IDAHO                    ,PAYETTE,"4,793","4,004","3,723","-3,447","-4,406",,,,,
13380,IDAHO                    ,POWER,"1,248","1,203",534,"-1,162","-1,491",,,,,
13390,IDAHO                    ,SHOSHONE,"9,395","7,677","5,516","-4,205","-6,293",,,,,
13400,IDAHO                    ,TETON,"2,815","1,243","1,456",-384,"-1,511",,,,,
13410,IDAHO                    ,TWIN FALLS,"19,789","14,686","10,313","-22,223","-28,719",,,,,
13420,IDAHO                    ,VALLEY,"2,382","1,807",940,"-2,235","-2,555",,,,,
13430,IDAHO                    ,WASHINGTON,"2,713","2,189","1,040","-1,758","-1,920",,,,,
14000,ILLINOIS                 ,ADAMS,"35,789","32,154","34,730","-17,012","-27,141",,,,,
14010,ILLINOIS                 ,ALEXANDER,"8,201","6,559","6,116","-7,870","-8,132",,,,,
14020,ILLINOIS                 ,BOND,"4,001","5,038","5,941","-2,493","-3,216",,,,,
14030,ILLINOIS                 ,BOONE,"10,385","11,421","11,431","-5,006","-9,208",,,,,
14040,ILLINOIS                 ,BROWN,"1,806","1,529","1,445",-605,"-1,127",,,,,
14050,ILLINOIS                 ,BUREAU,"7,969","8,096","9,240","-4,767","-7,191",,,,,
14060,ILLINOIS                 ,CALHOUN,971,"1,376","2,297",-906,"-1,030",,,,,
14070,ILLINOIS                 ,CARROLL,"5,607","4,322","4,973","-3,417","-4,801",,,,,
14080,ILLINOIS                 ,CASS,"5,161","4,373","3,509","-1,963","-3,101",,,,,
14090,ILLINOIS                 ,CHAMPAIGN,"61,766","61,911","61,470","-36,845","-54,661",,,,,
14100,ILLINOIS                 ,CHRISTIAN,"17,009","16,751","15,418","-7,833","-10,629",,,,,
14110,ILLINOIS                 ,CLARK,"4,961","3,316","2,218","-4,592","-5,450",,,,,
14120,ILLINOIS                 ,CLAY,"8,221","7,626","9,018","-3,849","-5,176",,,,,
14130,ILLINOIS                 ,CLINTON,"4,665","6,212","7,758","-2,456","-3,871",,,,,
14140,ILLINOIS                 ,COLES,"20,084","20,307","20,235","-9,758","-15,960",,,,,
14141,ILLINOIS                 ,COOK,"-1,691,663","-986,173","-243,058","-332,207","-5,551",,,,,
14150,ILLINOIS                 ,CRAWFORD,"5,352","4,137","3,514","-5,250","-5,123",,,,,
14160,ILLINOIS                 ,CUMBERLAND,"3,645","3,734","3,684","-2,168","-2,870",,,,,
14170,ILLINOIS                 ,DEKALB,"16,540","16,740","23,396","-7,323","-12,800",,,,,
14180,ILLINOIS                 ,DE WITT,"9,380","7,008","6,639","-3,546","-5,370",,,,,
14190,ILLINOIS                 ,DOUGLAS,"5,728","4,916","4,549","-2,570","-4,081",,,,,
14250,ILLINOIS                 ,DUPAGE,"-120,091","-25,431","85,042","73,134","109,816",,,,,
14310,ILLINOIS                 ,EDGAR,"6,717","5,845","3,623","-5,059","-6,926",,,,,
14320,ILLINOIS                 ,EDWARDS,"1,611","1,470","1,176",-963,"-1,318",,,,,
14330,ILLINOIS                 ,EFFINGHAM,"17,785","15,993","14,931","-8,072","-11,130",,,,,
14340,ILLINOIS                 ,FAYETTE,"9,829","9,511","8,746","-4,741","-7,007",,,,,
14350,ILLINOIS                 ,FORD,"4,441","4,599","5,414","-2,270","-3,741",,,,,
14360,ILLINOIS                 ,FRANKLIN,"30,241","26,619","27,131","-17,274","-26,304",,,,,
14370,ILLINOIS                 ,FULTON,"12,802","11,196","9,999","-4,563","-7,841",,,,,
14380,ILLINOIS                 ,GALLATIN,"4,392","4,280","3,486","-2,593","-3,160",,,,,
14390,ILLINOIS                 ,GREENE,"6,555","5,479","7,286","-2,521","-5,536",,,,,
14400,ILLINOIS                 ,GRUNDY,"4,045","9,958","14,331","-2,908","-5,257",,,,,
14410,ILLINOIS                 ,HAMILTON,"4,545","5,709","4,057","-3,063","-3,053",,,,,
14420,ILLINOIS                 ,HANCOCK,"4,364","4,645","4,962","-3,285","-4,825",,,,,
14421,ILLINOIS                 ,HARDIN,"2,281","2,438","2,949","-1,952","-3,321",,,,,
14440,ILLINOIS                 ,HENDERSON,"1,334","1,357","1,734","-1,706","-2,354",,,,,
14450,ILLINOIS                 ,HENRY,"11,775","10,084","13,150","-8,354","-11,179",,,,,
14460,ILLINOIS                 ,IROQUOIS,"13,866","13,384","12,368","-5,570","-8,168",,,,,
14470,ILLINOIS                 ,JACKSON,"24,864","21,924","23,115","-12,548","-18,624",,,,,
14480,ILLINOIS                 ,JASPER,"3,791","2,801","3,376","-2,349","-2,882",,,,,
14490,ILLINOIS                 ,JEFFERSON,"24,305","21,076","23,442","-12,415","-16,515",,,,,
14500,ILLINOIS                 ,JERSEY,"4,236","5,961","7,315","-2,001","-3,695",,,,,
14510,ILLINOIS                 ,JO DAVIESS,"2,936","3,392","3,601","-2,527","-3,907",,,,,
14520,ILLINOIS                 ,JOHNSON,"5,922","5,761","6,326","-4,865","-6,852",,,,,
14530,ILLINOIS                 ,KANE,"-69,108","-8,095","73,134","61,700","85,011",,,,,
14540,ILLINOIS                 ,KANKAKEE,"51,583","51,568","62,023","-30,677","-47,959",,,,,
14550,ILLINOIS                 ,KENDALL,"-3,683","2,495","9,059","2,773","3,590",,,,,
14560,ILLINOIS                 ,KNOX,"25,851","24,235","26,053","-12,950","-18,662",,,,,
14570,ILLINOIS                 ,LAKE,"-105,374","-19,294","78,461","61,129","90,076",,,,,
14580,ILLINOIS                 ,LA SALLE,"32,652","36,343","38,975","-13,636","-24,910",,,,,
14590,ILLINOIS                 ,LAWRENCE,"5,151","3,833","2,568","-4,188","-5,003",,,,,
14600,ILLINOIS                 ,LEE,"9,857","10,757","13,396","-6,296","-10,376",,,,,
14610,ILLINOIS                 ,LIVINGSTON,"18,255","17,958","17,404","-6,548","-12,868",,,,,
14620,ILLINOIS                 ,LOGAN,"10,718","9,109","8,675","-3,894","-7,609",,,,,
14630,ILLINOIS                 ,MCDONOUGH,"7,166","8,746","8,481","-5,274","-7,100",,,,,
14640,ILLINOIS                 ,MCHENRY,"21,564","36,505","63,419","-17,199","-25,385",,,,,
14650,ILLINOIS                 ,MCLEAN,"50,858","48,421","48,640","-31,192","-47,980",,,,,
14660,ILLINOIS                 ,MACON,"59,779","53,590","51,478","-26,193","-42,277",,,,,
14670,ILLINOIS                 ,MACOUPIN,"14,040","15,252","18,721","-7,620","-13,644",,,,,
14680,ILLINOIS                 ,MADISON,"48,183","72,047","96,421","-31,923","-55,878",,,,,
14690,ILLINOIS                 ,MARION,"31,653","29,426","31,601","-15,666","-22,790",,,,,
14700,ILLINOIS                 ,MARSHALL,"3,301","2,578","3,665","-2,353","-2,326",,,,,
14710,ILLINOIS                 ,MASON,"5,249","4,777","4,271","-2,571","-4,074",,,,,
14720,ILLINOIS                 ,MASSAC,"5,076","5,465","7,688","-11,627","-18,097",,,,,
14730,ILLINOIS                 ,MENARD,"3,682","4,718","5,022","-2,074","-3,535",,,,,
14740,ILLINOIS                 ,MERCER,"3,522","3,151","3,835","-2,153","-4,155",,,,,
14750,ILLINOIS                 ,MONROE,"3,316","5,124","6,577","-1,746","-2,724",,,,,
14760,ILLINOIS                 ,MONTGOMERY,"9,386","9,302","11,457","-4,748","-8,021",,,,,
14770,ILLINOIS                 ,MORGAN,"16,866","14,384","15,726","-7,893","-12,442",,,,,
14780,ILLINOIS                 ,MOULTRIE,"5,818","5,020","4,925","-2,796","-4,245",,,,,
14790,ILLINOIS                 ,OGLE,"13,849","13,378","14,366","-6,630","-12,079",,,,,
14800,ILLINOIS                 ,PEORIA,"70,789","63,063","61,957","-32,714","-52,328",,,,,
14810,ILLINOIS                 ,PERRY,"8,865","8,793","8,857","-4,742","-6,743",,,,,
14820,ILLINOIS                 ,PIATT,"5,389","4,153","5,037","-3,047","-3,654",,,,,
14830,ILLINOIS                 ,PIKE,"6,314","5,958","5,698","-3,721","-5,252",,,,,
14831,ILLINOIS                 ,POPE,"1,762","2,671","1,656","-1,801","-2,827",,,,,
14850,ILLINOIS                 ,PULASKI,"4,782","3,222","2,651","-2,690","-4,231",,,,,
14860,ILLINOIS                 ,PUTNAM,967,919,730,-569,-878,,,,,
14870,ILLINOIS                 ,RANDOLPH,"6,698","8,373","10,924","-3,412","-6,797",,,,,
14880,ILLINOIS                 ,RICHLAND,"8,158","6,780","6,045","-4,980","-6,916",,,,,
14890,ILLINOIS                 ,ROCK ISLAND,"59,835","62,563","60,180","-40,051","-52,760",,,,,
14900,ILLINOIS                 ,ST. CLAIR,"40,296","58,811","77,536","-28,125","-48,814",,,,,
14910,ILLINOIS                 ,SALINE,"16,716","12,976","14,812","-11,507","-14,895",,,,,
14920,ILLINOIS                 ,SANGAMON,"98,986","96,994","95,324","-46,823","-78,323",,,,,
14921,ILLINOIS                 ,SCHUYLER,"1,634","1,601","2,049",-747,"-1,185",,,,,
14940,ILLINOIS                 ,SCOTT,"1,750","1,366","1,745",-806,"-1,281",,,,,
14950,ILLINOIS                 ,SHELBY,"10,716","8,409","8,296","-3,630","-6,937",,,,,
14960,ILLINOIS                 ,STARK,"1,592","1,346","1,543",-638,"-1,089",,,,,
14970,ILLINOIS                 ,STEPHENSON,"18,144","18,187","19,758","-7,081","-13,568",,,,,
14980,ILLINOIS                 ,TAZEWELL,"41,508","40,689","40,778","-22,813","-36,095",,,,,
14981,ILLINOIS                 ,UNION,"13,490","13,100","10,667","-7,758","-10,955",,,,,
14982,ILLINOIS                 ,VERMILION,"48,861","44,202","42,220","-24,884","-38,129",,,,,
14983,ILLINOIS                 ,WABASH,"3,510","3,446","2,143","-4,510","-4,349",,,,,
14984,ILLINOIS                 ,WARREN,"4,182","5,341","5,196","-1,961","-3,650",,,,,
14985,ILLINOIS                 ,WASHINGTON,"3,428","3,011","4,182","-1,397","-2,828",,,,,
14986,ILLINOIS                 ,WAYNE,"6,944","7,289","6,170","-4,228","-5,437",,,,,
14987,ILLINOIS                 ,WHITE,"7,207","5,859","4,177","-5,800","-7,600",,,,,
14988,ILLINOIS                 ,WHITESIDE,"26,998","27,602","30,580","-16,916","-22,657",,,,,
14989,ILLINOIS                 ,WILL,"-104,038","-19,089","94,171","65,333","103,517",,,,,
14990,ILLINOIS                 ,WILLIAMSON,"36,819","37,928","35,658","-20,338","-30,824",,,,,
14991,ILLINOIS                 ,WINNEBAGO,"120,100","108,811","121,391","-54,353","-100,058",,,,,
14992,ILLINOIS                 ,WOODFORD,"9,065","8,437","6,846","-3,909","-6,214",,,,,
15000,INDIANA                  ,ADAMS,"4,752","3,051",657,"-7,720","-8,424",,,,,
15010,INDIANA                  ,ALLEN,"92,796","64,498","19,388","-119,043","-137,663",,,,,
15020,INDIANA                  ,BARTHOLOMEW,"26,118","16,722","6,020","-37,322","-42,820",,,,,
15030,INDIANA                  ,BENTON,"3,172","1,735",617,"-3,887","-4,662",,,,,
15040,INDIANA                  ,BLACKFORD,"5,808","4,004","1,315","-7,369","-8,324",,,,,
15050,INDIANA                  ,BOONE,"10,887","7,423","1,816","-12,828","-13,774",,,,,
15060,INDIANA                  ,BROWN,"2,541","1,630",484,"-2,825","-3,847",,,,,
15070,INDIANA                  ,CARROLL,"5,204","3,812",977,"-6,474","-5,657",,,,,
15080,INDIANA                  ,CASS,"13,981","8,252","2,604","-15,323","-17,436",,,,,
15090,INDIANA                  ,CLARK,"48,895","36,905","19,084","-82,052","-96,345",,,,,
15100,INDIANA                  ,CLAY,"14,447","9,843","3,166","-17,664","-17,914",,,,,
15110,INDIANA                  ,CLINTON,"10,525","7,989","2,416","-14,277","-14,714",,,,,
15120,INDIANA                  ,CRAWFORD,"4,785","3,110","1,549","-6,306","-8,262",,,,,
15130,INDIANA                  ,DAVIESS,"8,753","5,494","1,910","-10,179","-10,355",,,,,
15140,INDIANA                  ,DEARBORN,"10,766","7,592","2,204","-17,631","-20,065",,,,,
15150,INDIANA                  ,DECATUR,"5,885","4,183","1,299","-7,645","-9,307",,,,,
15160,INDIANA                  ,DE KALB,"11,060","7,583","2,473","-15,381","-17,815",,,,,
15170,INDIANA                  ,DELAWARE,"53,000","33,948","10,715","-69,830","-78,308",,,,,
15180,INDIANA                  ,DUBOIS,"7,271","4,697","1,932","-10,793","-12,782",,,,,
15190,INDIANA                  ,ELKHART,"43,405","28,476","10,087","-56,855","-67,755",,,,,
15200,INDIANA                  ,FAYETTE,"13,097","8,438","2,808","-16,890","-16,356",,,,,
15210,INDIANA                  ,FLOYD,"28,606","21,191","11,779","-54,256","-59,992",,,,,
15220,INDIANA                  ,FOUNTAIN,"6,835","4,373","1,940","-7,528","-8,321",,,,,
15230,INDIANA                  ,FRANKLIN,"3,695","2,580",703,"-4,093","-5,055",,,,,
15240,INDIANA                  ,FULTON,"5,432","3,172","1,159","-6,064","-7,437",,,,,
15250,INDIANA                  ,GIBSON,"8,703","5,366","1,959","-10,376","-12,037",,,,,
15260,INDIANA                  ,GRANT,"38,215","23,073","6,954","-46,261","-57,219",,,,,
15270,INDIANA                  ,GREENE,"14,786","8,644","2,977","-17,306","-16,839",,,,,
15280,INDIANA                  ,HAMILTON,"28,755","19,388","5,929","-36,771","-38,330",,,,,
15290,INDIANA                  ,HANCOCK,"15,180","9,778","3,052","-20,385","-21,569",,,,,
15300,INDIANA                  ,HARRISON,"10,270","9,671","4,449","-20,717","-24,156",,,,,
15310,INDIANA                  ,HENDRICKS,"19,088","13,236","4,214","-26,100","-27,019",,,,,
15320,INDIANA                  ,HENRY,"19,027","12,515","3,910","-23,538","-24,968",,,,,
15330,INDIANA                  ,HOWARD,"47,079","29,752","9,648","-58,122","-61,653",,,,,
15340,INDIANA                  ,HUNTINGTON,"9,484","6,680","2,414","-12,469","-14,095",,,,,
15350,INDIANA                  ,JACKSON,"11,253","8,056","2,739","-15,282","-18,009",,,,,
15360,INDIANA                  ,JASPER,"9,078","6,986","2,442","-12,539","-13,530",,,,,
15370,INDIANA                  ,JAY,"7,685","4,612","1,469","-9,873","-10,847",,,,,
15380,INDIANA                  ,JEFFERSON,"12,429","8,342","4,840","-22,589","-27,212",,,,,
15390,INDIANA                  ,JENNINGS,"10,631","7,417","2,262","-13,755","-14,093",,,,,
15400,INDIANA                  ,JOHNSON,"28,720","19,735","6,457","-38,792","-44,683",,,,,
15410,INDIANA                  ,KNOX,"18,487","12,946","4,728","-23,916","-24,838",,,,,
15420,INDIANA                  ,KOSCIUSKO,"16,933","11,140","3,402","-18,281","-18,449",,,,,
15430,INDIANA                  ,LAGRANGE,"4,435","2,759","1,161","-6,967","-7,963",,,,,
15440,INDIANA                  ,LAKE,"175,046","113,465","40,572","-248,243","-258,646",,,,,
15450,INDIANA                  ,LA PORTE,"36,547","23,273","7,925","-50,172","-64,891",,,,,
15460,INDIANA                  ,LAWRENCE,"17,469","12,044","4,090","-21,874","-24,474",,,,,
15470,INDIANA                  ,MADISON,"58,556","34,871","11,991","-75,420","-85,160",,,,,
15480,INDIANA                  ,MARION,"248,490","161,030","49,475","-316,978","-350,262",,,,,
15490,INDIANA                  ,MARSHALL,"10,067","5,955","2,175","-12,821","-13,829",,,,,
15500,INDIANA                  ,MARTIN,"3,619","2,346",782,"-3,306","-4,826",,,,,
15510,INDIANA                  ,MIAMI,"14,720","9,320","3,298","-17,240","-19,264",,,,,
15520,INDIANA                  ,MONROE,"35,572","23,086","7,789","-48,892","-54,204",,,,,
15530,INDIANA                  ,MONTGOMERY,"13,019","8,169","2,540","-16,438","-18,474",,,,,
15540,INDIANA                  ,MORGAN,"20,063","11,837","4,071","-23,845","-26,304",,,,,
15550,INDIANA                  ,NEWTON,"3,597","2,229","1,190","-5,112","-5,545",,,,,
15560,INDIANA                  ,NOBLE,"10,747","7,352","2,424","-13,524","-14,671",,,,,
15570,INDIANA                  ,OHIO,"1,567","1,295",359,"-2,890","-2,774",,,,,
15580,INDIANA                  ,ORANGE,"6,906","4,263","1,703","-8,017","-10,488",,,,,
15590,INDIANA                  ,OWEN,"7,372","4,239","1,271","-8,458","-8,453",,,,,
15600,INDIANA                  ,PARKE,"8,250","4,564","1,334","-7,552","-8,023",,,,,
15610,INDIANA                  ,PERRY,"3,778","3,045","1,857","-7,557","-9,326",,,,,
15620,INDIANA                  ,PIKE,"4,453","2,880",900,"-5,964","-6,744",,,,,
15630,INDIANA                  ,PORTER,"50,168","32,839","10,712","-64,243","-69,840",,,,,
15640,INDIANA                  ,POSEY,"6,399","4,199","1,297","-7,765","-11,103",,,,,
15650,INDIANA                  ,PULASKI,"5,336","2,855","1,188","-6,454","-6,181",,,,,
15660,INDIANA                  ,PUTNAM,"9,967","6,122","2,199","-12,490","-13,724",,,,,
15670,INDIANA                  ,RANDOLPH,"7,239","5,503","1,408","-9,857","-11,098",,,,,
15680,INDIANA                  ,RIPLEY,"7,872","5,076","1,526","-11,743","-11,917",,,,,
15690,INDIANA                  ,RUSH,"5,021","2,803","1,118","-6,320","-6,479",,,,,
15700,INDIANA                  ,ST. JOSEPH,"71,573","46,063","16,129","-97,173","-104,879",,,,,
15710,INDIANA                  ,SCOTT,"13,156","9,106","5,048","-21,938","-23,292",,,,,
15720,INDIANA                  ,SHELBY,"11,047","7,438","2,437","-15,375","-16,383",,,,,
15730,INDIANA                  ,SPENCER,"4,811","3,538","1,787","-6,482","-7,318",,,,,
15740,INDIANA                  ,STARKE,"13,080","6,923","2,805","-14,821","-13,840",,,,,
15750,INDIANA                  ,STEUBEN,"7,745","5,697","1,928","-11,345","-11,655",,,,,
15760,INDIANA                  ,SULLIVAN,"11,515","7,083","2,343","-12,901","-13,884",,,,,
15770,INDIANA                  ,SWITZERLAND,"3,213","2,070",761,"-4,168","-4,730",,,,,
15780,INDIANA                  ,TIPPECANOE,"45,333","29,702","10,541","-67,499","-71,558",,,,,
15790,INDIANA                  ,TIPTON,"4,577","3,199","1,217","-5,433","-6,070",,,,,
15800,INDIANA                  ,UNION,"2,100","1,748",338,"-2,736","-2,616",,,,,
15810,INDIANA                  ,VANDERBURGH,"77,415","48,242","16,951","-102,451","-116,968",,,,,
15820,INDIANA                  ,VERMILLION,"8,699","5,344","2,210","-9,729","-10,633",,,,,
15830,INDIANA                  ,VIGO,"66,378","43,289","14,711","-82,474","-86,845",,,,,
15840,INDIANA                  ,WABASH,"9,949","5,962","2,040","-10,578","-11,671",,,,,
15850,INDIANA                  ,WARREN,"1,972","1,441",684,"-2,167","-2,791",,,,,
15860,INDIANA                  ,WARRICK,"14,720","9,564","3,237","-17,516","-19,956",,,,,
15870,INDIANA                  ,WASHINGTON,"8,351","6,233","3,456","-17,308","-20,156",,,,,
15880,INDIANA                  ,WAYNE,"32,369","20,451","6,975","-41,647","-47,179",,,,,
15890,INDIANA                  ,WELLS,"7,266","3,865","1,206","-8,085","-8,390",,,,,
15900,INDIANA                  ,WHITE,"8,711","5,512","1,764","-12,112","-11,594",,,,,
15910,INDIANA                  ,WHITLEY,"6,059","4,478","1,590","-9,117","-9,884",,,,,
16000,IOWA                     ,ADAIR,193,341,878,"-1,230","-1,836",,,,,
16010,IOWA                     ,ADAMS,224,437,635,"-1,395","-1,676",,,,,
16020,IOWA                     ,ALLAMAKEE,"1,126","2,095","2,260",-745,"-1,964",,,,,
16030,IOWA                     ,APPANOOSE,"1,568","1,725","3,644","-8,894","-8,174",,,,,
16040,IOWA                     ,AUDUBON,378,304,669,"-1,411","-1,816",,,,,
16050,IOWA                     ,BENTON,957,"2,021","3,920","-7,655","-8,258",,,,,
16060,IOWA                     ,BLACK HAWK,"6,964","15,339","30,172","-65,737","-82,185",,,,,
16070,IOWA                     ,BOONE,"1,349","2,129","3,497","-7,879","-10,456",,,,,
16080,IOWA                     ,BREMER,633,"1,392","2,532","-4,962","-6,101",,,,,
16090,IOWA                     ,BUCHANAN,936,"1,462","3,166","-7,347","-7,722",,,,,
16100,IOWA                     ,BUENA VISTA,"1,569","2,217","3,561","-3,565","-4,685",,,,,
16110,IOWA                     ,BUTLER,587,"1,115","2,243","-4,809","-5,716",,,,,
16120,IOWA                     ,CALHOUN,763,"1,080","1,562","-3,053","-4,013",,,,,
16130,IOWA                     ,CARROLL,"1,870","2,867","4,594","-9,133","-12,557",,,,,
16140,IOWA                     ,CASS,"1,282","1,874","2,736","-4,490","-5,385",,,,,
16150,IOWA                     ,CEDAR,704,681,"1,535","-3,403","-3,617",,,,,
16160,IOWA                     ,CERRO GORDO,"2,957","6,272","12,501","-21,715","-30,169",,,,,
16170,IOWA                     ,CHEROKEE,"2,187","2,271","3,239","-1,177","-4,848",,,,,
16180,IOWA                     ,CHICKASAW,406,865,"1,890","-2,312","-3,804",,,,,
16190,IOWA                     ,CLARKE,547,828,"1,519","-4,315","-4,394",,,,,
16200,IOWA                     ,CLAY,"4,492","5,574","7,308","-4,934","-8,895",,,,,
16210,IOWA                     ,CLAYTON,"1,174","1,757","3,445","-3,426","-4,621",,,,,
16220,IOWA                     ,CLINTON,"5,920","8,719","15,832","-37,465","-45,174",,,,,
16230,IOWA                     ,CRAWFORD,"1,489","1,944","2,978","-4,882","-5,606",,,,,
16240,IOWA                     ,DALLAS,"2,577","4,182","7,030","-16,162","-18,562",,,,,
16250,IOWA                     ,DAVIS,491,910,"1,494","-2,681","-3,405",,,,,
16260,IOWA                     ,DECATUR,505,679,"1,230","-2,317","-3,259",,,,,
16270,IOWA                     ,DELAWARE,622,902,"1,766","-3,291","-4,031",,,,,
16280,IOWA                     ,DES MOINES,"2,309","4,437","10,058","-18,852","-25,085",,,,,
16290,IOWA                     ,DICKINSON,"3,822","4,925","7,933","-3,188","-5,735",,,,,
16300,IOWA                     ,DUBUQUE,"5,070","7,282","15,486","-36,487","-47,139",,,,,
16310,IOWA                     ,EMMET,"2,694","2,688","3,261",-356,"-1,694",,,,,
16320,IOWA                     ,FAYETTE,976,"1,734","3,744","-5,279","-6,510",,,,,
16330,IOWA                     ,FLOYD,"1,214","2,153","4,350","-6,293","-8,431",,,,,
16340,IOWA                     ,FRANKLIN,316,617,"1,116","-1,967","-2,759",,,,,
16350,IOWA                     ,FREMONT,801,"1,236","1,880","-3,298","-4,086",,,,,
16360,IOWA                     ,GREENE,882,"1,214","2,004","-4,571","-5,671",,,,,
16370,IOWA                     ,GRUNDY,311,464,"1,363","-3,909","-3,751",,,,,
16380,IOWA                     ,GUTHRIE,508,"1,261","1,904","-4,218","-6,187",,,,,
16390,IOWA                     ,HAMILTON,"1,170","1,980","3,779","-8,240","-8,453",,,,,
16400,IOWA                     ,HANCOCK,289,662,"1,648","-2,444","-2,848",,,,,
16410,IOWA                     ,HARDIN,889,"1,551","3,298","-5,975","-6,094",,,,,
16420,IOWA                     ,HARRISON,"1,296","1,625","2,558","-4,401","-5,701",,,,,
16430,IOWA                     ,HENRY,666,"1,542","3,418","-7,163","-8,839",,,,,
16440,IOWA                     ,HOWARD,137,714,"2,033",-802,"-1,728",,,,,
16450,IOWA                     ,HUMBOLDT,401,785,"1,696","-3,160","-3,890",,,,,
16460,IOWA                     ,IDA,"1,115",755,"1,682","-1,890","-2,181",,,,,
16470,IOWA                     ,IOWA,467,729,"1,610","-4,032","-4,115",,,,,
