AGED -- REPRICING ADJUSTMENTS TO THE 2007-2011 HOME HEALTH REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,Part A Reimbursement Adjustment 2007,Part A Reimbursement Adjustment 2008,Part A Reimbursement Adjustment 2009,Part A Reimbursement Adjustment 2010,Part A Reimbursement Adjustment 2011,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011,,,,,,
16550,IOWA                     ,LEE,"-30,140","-17,766","-43,984","-24,837","-16,903","-19,625","-11,085","-30,910","-20,962","-14,513",,,,,,
16560,IOWA                     ,LINN,"13,974","24,507","12,710","-10,392","43,772","6,213","17,142","9,776","-6,911","25,922",,,,,,
16570,IOWA                     ,LOUISA,"-2,629","-1,180","-1,839",-329,"-1,591","-1,300",-670,"-3,191","-4,660","-2,048",,,,,,
16580,IOWA                     ,LUCAS,"-8,606","-5,916","-12,609","-5,208","-2,928","-4,885","-3,165","-5,890","-5,122","-1,770",,,,,,
16590,IOWA                     ,LYON,"-2,974",-806,"-3,768","-2,246","-2,047","-1,280",-723,"-1,519","-1,273","-1,567",,,,,,
16600,IOWA                     ,MADISON,"6,186","4,418","1,179",-647,-435,"1,528",941,14,430,80,,,,,,
16610,IOWA                     ,MAHASKA,"-10,767","-8,527","-21,474","-12,115","-7,894","-5,203","-1,554","-10,138","-4,592","-3,208",,,,,,
16620,IOWA                     ,MARION,"-17,782","-9,745","-20,809","-14,779","-9,548","-6,873","-4,449","-15,951","-7,963","-9,098",,,,,,
16630,IOWA                     ,MARSHALL,"-3,464","-2,956","-6,458","-4,551","-3,288","-1,603","-1,995","-5,388","-2,495","-2,747",,,,,,
16640,IOWA                     ,MILLS,"11,570","6,698","9,822","7,626","9,609","3,144","2,827","4,836","6,096","6,522",,,,,,
16650,IOWA                     ,MITCHELL,"-4,549","-2,834","-5,574","-2,912","-3,584","-3,416","-2,412","-5,291","-3,089",-885,,,,,,
16660,IOWA                     ,MONONA,"-8,124","-3,510","-11,171","-6,889","-4,320","-4,511","-2,573","-6,367","-5,077","-4,028",,,,,,
16670,IOWA                     ,MONROE,"-2,762","-2,227","-4,628","-1,440","-1,469","-2,624","-1,412","-2,114","-2,027",-994,,,,,,
16680,IOWA                     ,MONTGOMERY,"-7,406","-3,380","-9,861","-6,974","-3,523","-4,307","-1,721","-5,821","-6,369","-2,616",,,,,,
16690,IOWA                     ,MUSCATINE,"-10,266","-6,138","-10,264","-7,081","-4,403","-9,694",314,"-10,213","-6,935","-5,145",,,,,,
16700,IOWA                     ,O'BRIEN,"-7,883","-8,602","-12,573","-8,464","-5,424","-4,194","-4,498","-5,124","-6,031","-5,018",,,,,,
16710,IOWA                     ,OSCEOLA,"-1,760","-2,127",-721,-505,-745,"-1,021",-548,-514,-504,-325,,,,,,
16720,IOWA                     ,PAGE,"-9,566","-3,092","-7,594","-12,825","-5,164","-6,973","-3,298","-9,964","-9,286","-6,007",,,,,,
16730,IOWA                     ,PALO ALTO,"-3,520","-1,404","-4,580","-2,308",-778,"-1,163","-1,509","-1,411",-604,-626,,,,,,
16740,IOWA                     ,PLYMOUTH,"-4,665","-3,374","-9,376","-6,629","-4,405","-1,933","-2,432","-6,293","-4,299","-2,958",,,,,,
16750,IOWA                     ,POCAHONTAS,"-3,517","-1,608","-3,679","-2,454","-1,643","-2,061",-804,"-1,462",-706,-758,,,,,,
16760,IOWA                     ,POLK,"292,175","297,973","76,178","-14,675","7,763","151,844","179,249","53,089","-7,847","8,575",,,,,,
16770,IOWA                     ,POTTAWATTAMIE,"64,181","109,674","114,302","90,230","82,024","32,382","67,827","96,838","85,332","71,965",,,,,,
16780,IOWA                     ,POWESHIEK,"-7,102","-4,927","-7,233","-2,431","-2,491","-6,148","-3,202","-4,362","-2,077","-3,261",,,,,,
16790,IOWA                     ,RINGGOLD,-773,-285,"-2,524","-2,449","-1,142",-592,-90,-426,-271,-118,,,,,,
16800,IOWA                     ,SAC,"-6,026","-4,755","-10,467","-4,093","-2,597","-4,219","-2,172","-4,476","-2,299","-1,949",,,,,,
16810,IOWA                     ,SCOTT,"150,680","119,767","305,737","364,273","268,408","87,004","86,233","276,081","415,076","382,156",,,,,,
16820,IOWA                     ,SHELBY,"-7,458","-1,726","-12,221","-4,986","-2,791","-2,622","-2,438",207,"-3,949",-265,,,,,,
16830,IOWA                     ,SIOUX,"-12,355","-11,172","-15,236","-10,684","-5,956","-6,753","-3,547","-6,996","-3,098","-4,222",,,,,,
16840,IOWA                     ,STORY,"-10,849","-28,671","8,919","6,116","-25,262","-4,374","-16,970","5,093","2,553","-14,191",,,,,,
16850,IOWA                     ,TAMA,"-4,561","-1,552","-4,931","-2,904","-2,485","-2,359",-656,"-3,330","-1,737","-1,871",,,,,,
16860,IOWA                     ,TAYLOR,"-4,586","-1,838","-7,385","-2,879","-1,950","-1,409","-1,505","-1,241",-954,-969,,,,,,
16870,IOWA                     ,UNION,"-3,204","-1,534","-5,994","-3,349","-1,544","-3,660","-3,599","-5,992","-3,249","-2,165",,,,,,
16880,IOWA                     ,VAN BUREN,"-3,886","-2,308","-5,870","-1,333","-1,380","-3,003","-2,379","-5,042","-2,469","-1,786",,,,,,
16890,IOWA                     ,WAPELLO,"-24,619","-21,087","-42,837","-25,237","-19,677","-10,185","-9,854","-24,287","-11,936","-10,499",,,,,,
16900,IOWA                     ,WARREN,"21,867","21,718","5,305","-1,337",483,"9,957","13,181","2,963",-773,474,,,,,,
16910,IOWA                     ,WASHINGTON,"8,156","5,590","3,867","3,580","4,033","2,284","1,563","2,452","7,923","4,202",,,,,,
16920,IOWA                     ,WAYNE,"-6,563","-2,437","-9,409","-2,327","-1,932","-6,374","-3,949","-10,593","-6,706","-4,887",,,,,,
16930,IOWA                     ,WEBSTER,"-24,682","-7,496","-30,453","-16,350","-14,117","-12,482","-5,162","-14,268","-11,774","-8,286",,,,,,
16940,IOWA                     ,WINNEBAGO,"-4,345","-2,078","-5,840","-5,850","-4,003","-2,397","-1,491","-2,675","-3,084","-3,203",,,,,,
16950,IOWA                     ,WINNESHIEK,"-5,505","-2,753","-7,034","-3,481","-2,908","-2,918","-2,119","-6,369","-5,194","-3,186",,,,,,
16960,IOWA                     ,WOODBURY,"-20,960","-29,693","14,332","-12,653","-13,283","-16,686","-15,602","6,125","-10,461","-7,643",,,,,,
16970,IOWA                     ,WORTH,"-2,000",-446,"-1,773",-952,-769,"-1,004",-575,"-1,644",-993,-252,,,,,,
16980,IOWA                     ,WRIGHT,"-11,230","-8,137","-24,317","-12,451","-6,013","-7,225","-5,715","-13,324","-9,743","-4,580",,,,,,
17000,KANSAS                   ,ALLEN,398,974,"-1,173","-4,784","1,444",-126,867,-711,"-4,587",839,,,,,,
17010,KANSAS                   ,ANDERSON,506,"1,721",-397,"-1,496",474,419,852,-5,-550,485,,,,,,
17020,KANSAS                   ,ATCHISON,328,"1,940","-2,779","-5,330",952,856,"1,813",-807,"-4,266",645,,,,,,
17030,KANSAS                   ,BARBER,-5,390,"-1,028",-396,44,247,424,-282,"-1,182",47,,,,,,
17040,KANSAS                   ,BARTON,552,"1,415","-1,291","-5,349","1,746",-289,"1,763","-1,221","-6,026","1,302",,,,,,
17050,KANSAS                   ,BOURBON,431,588,-556,"-5,053",651,452,"2,193",-564,"-3,480",741,,,,,,
17060,KANSAS                   ,BROWN,"1,083","1,019",-982,"-4,836",896,351,389,-759,"-2,820",452,,,,,,
17070,KANSAS                   ,BUTLER,"-40,171","-59,264","-62,838","-58,448","-27,888","-37,185","-37,701","-64,677","-55,384","-28,875",,,,,,
17080,KANSAS                   ,CHASE,-223,128,-91,-415,-215,88,56,-140,-282,-253,,,,,,
17090,KANSAS                   ,CHAUTAUQUA,138,827,-548,"-1,063",387,131,527,-405,"-1,222",-11,,,,,,
17100,KANSAS                   ,CHEROKEE,951,646,"-3,150","-6,931",805,886,393,"-2,502","-2,835",588,,,,,,
17110,KANSAS                   ,CHEYENNE,"1,009",983,295,"-2,082",536,95,97,-16,"-1,553",68,,,,,,
17120,KANSAS                   ,CLARK,41,20,-371,-415,-64,10,6,-6,-166,3,,,,,,
17130,KANSAS                   ,CLAY,-417,-69,-199,411,160,113,151,-127,-517,190,,,,,,
17140,KANSAS                   ,CLOUD,182,-205,39,-660,208,38,-390,-295,-440,270,,,,,,
17150,KANSAS                   ,COFFEY,110,387,-109,"-2,682",547,429,"1,342",-478,-891,207,,,,,,
17160,KANSAS                   ,COMANCHE,45,38,-3,-15,0,43,9,-18,-60,-576,,,,,,
17170,KANSAS                   ,COWLEY,315,596,"-6,151","-6,591",973,-571,546,"-2,110","-4,852",-241,,,,,,
17180,KANSAS                   ,CRAWFORD,"2,345","4,069","-6,942","-12,572","2,531",650,"2,787","-2,661","-12,439","2,092",,,,,,
17190,KANSAS                   ,DECATUR,-157,51,-33,-165,50,16,3,-38,-303,68,,,,,,
17200,KANSAS                   ,DICKINSON,695,"1,463","-1,322","-5,857","1,318",-165,296,"-1,076","-4,516",980,,,,,,
17210,KANSAS                   ,DONIPHAN,"-7,762","35,205","-15,595","-17,093","-13,915","-1,726","14,588","-10,410","-5,900","-6,792",,,,,,
17220,KANSAS                   ,DOUGLAS,"54,509","67,270","46,678","17,143","29,166","27,674","43,183","37,987","11,125","18,209",,,,,,
17230,KANSAS                   ,EDWARDS,0,37,40,-149,46,25,34,-79,-901,-66,,,,,,
17240,KANSAS                   ,ELK,-94,-82,-650,"-2,021",283,133,202,-496,"-1,821",306,,,,,,
17250,KANSAS                   ,ELLIS,236,"2,451","-1,987","-7,136","1,775",593,"1,153","-1,482","-5,596","2,235",,,,,,
17260,KANSAS                   ,ELLSWORTH,271,297,-413,-685,331,239,139,-104,-305,70,,,,,,
17270,KANSAS                   ,FINNEY,115,"1,027","-6,506","-6,539",107,-365,715,"-5,413","-10,400",457,,,,,,
17280,KANSAS                   ,FORD,"1,000",492,"-2,512","-6,071",607,"2,044","1,055","-1,467","-4,656",439,,,,,,
17290,KANSAS                   ,FRANKLIN,"4,823","5,401","2,039","-2,919",-544,"1,362","1,532",931,"-1,176",-349,,,,,,
17300,KANSAS                   ,GEARY,-193,750,485,"-3,001",93,351,328,30,"-1,428",661,,,,,,
17310,KANSAS                   ,GOVE,315,2,47,0,27,37,1,-56,-126,-4,,,,,,
17320,KANSAS                   ,GRAHAM,80,121,-67,-8,59,28,18,-4,-37,-35,,,,,,
17330,KANSAS                   ,GRANT,-49,436,-230,"1,735",-47,9,-221,-7,-163,-1,,,,,,
17340,KANSAS                   ,GRAY,86,135,-718,"-1,041",-11,74,148,-69,-578,27,,,,,,
17350,KANSAS                   ,GREELEY,-203,-389,-475,-248,-29,1,78,-38,-313,-144,,,,,,
17360,KANSAS                   ,GREENWOOD,651,"-1,055","-1,383","-4,494",751,489,"1,160","-2,715","-10,504",852,,,,,,
17370,KANSAS                   ,HAMILTON,-26,199,-63,-236,31,-206,111,-10,-15,0,,,,,,
17380,KANSAS                   ,HARPER,114,460,-882,"-1,608",-349,-423,241,-831,-608,84,,,,,,
17390,KANSAS                   ,HARVEY,"-10,280","-12,838","-16,443","-14,240","-8,602","-6,218","-5,981","-9,473","-7,753","-5,183",,,,,,
17391,KANSAS                   ,HASKELL,20,268,-120,"-1,077",-77,40,99,-21,-969,-4,,,,,,
17410,KANSAS                   ,HODGEMAN,204,80,544,-157,42,-75,-608,"-1,353",-247,-79,,,,,,
17420,KANSAS                   ,JACKSON,"7,624","16,377","10,234","-1,963","1,738","10,594","20,578","12,258","-1,509","1,549",,,,,,
17430,KANSAS                   ,JEFFERSON,"12,918","19,795","12,625","-2,065","1,858","9,859","16,224","7,435","-1,781",579,,,,,,
17440,KANSAS                   ,JEWELL,-11,-45,-23,-5,-132,31,-2,-119,0,4,,,,,,
17450,KANSAS                   ,JOHNSON,"165,203","160,801","32,773","-67,813","-24,391","94,300","113,678","21,109","-56,316","-22,224",,,,,,
17451,KANSAS                   ,KEARNY,48,4,62,-843,17,84,272,-122,-991,113,,,,,,
17470,KANSAS                   ,KINGMAN,-162,410,-701,"-1,984",64,-20,134,-557,"-1,431",-445,,,,,,
17480,KANSAS                   ,KIOWA,-325,32,-238,-605,-27,-8,8,-19,-76,28,,,,,,
17490,KANSAS                   ,LABETTE,586,"1,103","-1,237","-6,624",632,"1,228",828,"-1,768","-7,602","1,524",,,,,,
17500,KANSAS                   ,LANE,42,-359,-28,-10,45,25,1,-372,-25,0,,,,,,
17510,KANSAS                   ,LEAVENWORTH,"20,490","17,986","3,349","-10,119","-3,142","14,466","12,159","3,706","-10,786","-2,862",,,,,,
17520,KANSAS                   ,LINCOLN,116,136,-402,"-1,228",140,152,237,-313,-946,178,,,,,,
17530,KANSAS                   ,LINN,"3,031","2,866",234,"-1,959",-329,"1,289","1,119",285,-947,-52,,,,,,
17540,KANSAS                   ,LOGAN,-25,6,-51,-451,975,20,27,152,0,-22,,,,,,
17550,KANSAS                   ,LYON,"1,522","2,353",-177,"-5,112",788,"2,727","3,625",603,"-4,628",563,,,,,,
17560,KANSAS                   ,MCPHERSON,735,82,"-1,148","-7,100","1,039","1,059","1,389","-2,378","-11,208","2,216",,,,,,
17570,KANSAS                   ,MARION,-366,307,"-1,224","-3,146",233,"-1,230",-617,-479,"-1,871",73,,,,,,
17580,KANSAS                   ,MARSHALL,588,"1,268",-652,"-6,968",903,200,-255,-126,"-2,115",445,,,,,,
17590,KANSAS                   ,MEADE,84,32,-529,-284,-62,"1,262",48,-20,-25,12,,,,,,
17600,KANSAS                   ,MIAMI,"6,648","5,201","1,563","-2,673",-880,"3,747","3,718","1,164","-1,944",807,,,,,,
17610,KANSAS                   ,MITCHELL,138,23,2,-70,155,73,74,119,-241,-5,,,,,,
17620,KANSAS                   ,MONTGOMERY,"1,032","1,442","-4,316","-12,841","-2,925","2,085","2,869","-6,443","-14,595","1,526",,,,,,
17630,KANSAS                   ,MORRIS,411,268,-914,"-1,087",197,828,-26,"-1,241","-1,395",419,,,,,,
17640,KANSAS                   ,MORTON,-573,-87,-74,-868,4,27,-444,-651,6,96,,,,,,
17650,KANSAS                   ,NEMAHA,"2,641","1,194",266,"-3,464",-14,450,391,90,"-2,150",389,,,,,,
17660,KANSAS                   ,NEOSHO,653,"2,377","-1,919","-7,522","1,379","1,127","2,069","-1,849","-7,615","1,672",,,,,,
17670,KANSAS                   ,NESS,-175,290,-93,-413,308,23,131,-81,-501,75,,,,,,
17680,KANSAS                   ,NORTON,9,-2,-367,-807,-97,-6,475,-41,-202,22,,,,,,
17690,KANSAS                   ,OSAGE,"5,204","15,084","7,085","-1,298","1,725","3,286","5,005","5,505",-272,520,,,,,,
17700,KANSAS                   ,OSBORNE,-199,-257,-4,-63,122,307,14,-108,-22,3,,,,,,
17710,KANSAS                   ,OTTAWA,93,53,-30,-394,64,21,38,-100,-385,55,,,,,,
17720,KANSAS                   ,PAWNEE,127,-367,-814,-511,157,-198,-16,-429,-593,229,,,,,,
17730,KANSAS                   ,PHILLIPS,127,80,-237,"-1,070",322,-10,13,-7,-475,-49,,,,,,
17740,KANSAS                   ,POTTAWATOMIE,905,"2,257",-155,"-4,519","1,286",731,"1,778",-910,"-6,408","1,066",,,,,,
17750,KANSAS                   ,PRATT,107,401,-225,"-1,187",66,19,42,-178,-960,-214,,,,,,
17760,KANSAS                   ,RAWLINS,215,228,-72,-160,63,58,47,-15,-22,56,,,,,,
17770,KANSAS                   ,RENO,-211,"-1,911","-7,238","-12,234","3,265",918,"-1,256","-4,969","-11,003","2,196",,,,,,
17780,KANSAS                   ,REPUBLIC,189,233,-75,"-1,111",-86,24,316,-42,-537,15,,,,,,
17790,KANSAS                   ,RICE,462,690,872,"-1,680",-67,64,83,190,-758,357,,,,,,
17800,KANSAS                   ,RILEY,-253,"1,085","-2,675","-4,153","1,061",212,"1,282","-2,700","-6,774","1,089",,,,,,
17810,KANSAS                   ,ROOKS,-84,280,-198,"-1,589",18,107,209,259,-996,152,,,,,,
17820,KANSAS                   ,RUSH,134,242,-336,"-2,668",241,20,115,-308,"-1,623",132,,,,,,
17830,KANSAS                   ,RUSSELL,99,276,-147,"-1,776",360,-149,87,73,-952,530,,,,,,
17840,KANSAS                   ,SALINE,816,"1,952",-263,"-20,217","3,084",52,"1,127","-1,936","-16,817","5,891",,,,,,
17841,KANSAS                   ,SCOTT,5,-57,-229,-602,56,48,207,-34,-22,84,,,,,,
17860,KANSAS                   ,SEDGWICK,"-312,748","-378,813","-494,474","-420,010","-201,773","-250,837","-297,220","-397,310","-385,755","-197,309",,,,,,
17870,KANSAS                   ,SEWARD,90,317,-167,"-2,016",530,-153,61,-458,"-1,685",310,,,,,,
17880,KANSAS                   ,SHAWNEE,"92,913","170,462","121,848","-24,980","22,620","54,019","115,761","63,591","-12,419","8,272",,,,,,
17890,KANSAS                   ,SHERIDAN,-226,-220,-75,-413,11,-193,81,-97,-338,38,,,,,,
17900,KANSAS                   ,SHERMAN,278,22,-402,-382,-27,60,58,-8,-497,530,,,,,,
17910,KANSAS                   ,SMITH,47,0,-4,39,-109,-640,8,-196,-32,-301,,,,,,
17920,KANSAS                   ,STAFFORD,-29,214,-173,"-2,230",211,205,207,-125,"-1,322",302,,,,,,
17921,KANSAS                   ,STANTON,-103,27,-5,0,-87,4,4,14,67,-151,,,,,,
17940,KANSAS                   ,STEVENS,108,12,-321,-578,-39,33,54,-43,-86,50,,,,,,
17950,KANSAS                   ,SUMNER,"-10,497","-7,810","-16,590","-14,579","-6,518","-6,176","-6,135","-12,153","-15,596","-6,239",,,,,,
17960,KANSAS                   ,THOMAS,156,-52,-972,-272,12,-31,719,-535,"-1,847",98,,,,,,
17970,KANSAS                   ,TREGO,29,155,-363,"-1,297",101,69,-76,-238,-121,234,,,,,,
17980,KANSAS                   ,WABAUNSEE,"3,716","6,865","2,754",-498,421,"1,549","8,101","1,634",-401,439,,,,,,
17981,KANSAS                   ,WALLACE,32,-39,-36,-54,1,-2,15,55,-25,-22,,,,,,
17982,KANSAS                   ,WASHINGTON,109,438,-397,"-2,583",588,670,142,-355,"-1,358",188,,,,,,
17983,KANSAS                   ,WICHITA,1,72,-182,-90,6,2,0,0,-27,0,,,,,,
17984,KANSAS                   ,WILSON,76,582,"-1,619","-3,864",956,707,397,"-2,108","-10,256","1,752",,,,,,
17985,KANSAS                   ,WOODSON,-155,-53,-493,-828,327,405,91,-181,-614,151,,,,,,
17986,KANSAS                   ,WYANDOTTE,"57,052","50,589","10,293","-23,276","-8,329","39,675","32,897","7,294","-15,518","-6,131",,,,,,
18000,KENTUCKY                 ,ADAIR,"11,722","7,925","6,798","7,892","7,755","15,371","9,889","10,210","13,670","11,436",,,,,,
18010,KENTUCKY                 ,ALLEN,"12,679","15,736","7,084","6,890","4,359","7,950","6,523","17,608","8,109","12,522",,,,,,
18020,KENTUCKY                 ,ANDERSON,"3,106","1,120","3,543","5,732","4,359","9,846","4,097","6,775","7,106","6,309",,,,,,
18030,KENTUCKY                 ,BALLARD,"3,996","3,235","3,717","2,904","3,177","3,217","2,327","2,228","1,671","2,837",,,,,,
18040,KENTUCKY                 ,BARREN,"19,790","17,234","24,289","32,030","12,160","34,006","21,933","32,708","27,637","13,187",,,,,,
18050,KENTUCKY                 ,BATH,"1,646","2,649","3,391","3,676","2,769","1,151","1,635","4,279","6,537","4,978",,,,,,
18060,KENTUCKY                 ,BELL,"14,143","10,966","12,746","8,064","7,016","28,820","24,105","38,790","45,910","24,410",,,,,,
18070,KENTUCKY                 ,BOONE,"-38,899","-76,427","-52,573","-20,439","-67,718","-24,557","-55,352","-64,476","-18,829","-71,560",,,,,,
18080,KENTUCKY                 ,BOURBON,"-8,150","-10,996","-5,985","15,234","15,686","-28,382","-21,086","-15,912","38,512","52,806",,,,,,
18090,KENTUCKY                 ,BOYD,"-75,958","-68,004","-104,512","-120,911","-75,339","-61,603","-68,963","-121,415","-113,354","-70,024",,,,,,
18100,KENTUCKY                 ,BOYLE,"16,274","8,655","13,862","12,476","10,600","24,332","14,918","22,294","19,948","17,753",,,,,,
18110,KENTUCKY                 ,BRACKEN,"-4,437","-7,414","-9,903","-1,962","-5,843","-3,947","-2,137","-5,232","-1,737","-5,301",,,,,,
18120,KENTUCKY                 ,BREATHITT,"3,823","2,375","1,512","3,110","2,300","4,997","3,837","3,115","5,525","4,508",,,,,,
18130,KENTUCKY                 ,BRECKINRIDGE,"3,744","3,219","2,799","4,613","5,085","3,429","1,969","1,687","2,306","2,444",,,,,,
18140,KENTUCKY                 ,BULLITT,"-30,963","-27,701","-46,546","-18,616","-6,456","-22,361","-22,408","-64,409","-21,131","-7,251",,,,,,
18150,KENTUCKY                 ,BUTLER,"4,524","3,256","7,227","4,130","5,468","5,149","2,752","4,598","4,925","1,892",,,,,,
18160,KENTUCKY                 ,CALDWELL,"5,825","6,376","6,363","5,320","3,876","6,923","5,898","9,182","9,233","5,822",,,,,,
18170,KENTUCKY                 ,CALLOWAY,"15,288","9,747","15,557","19,533","15,331","5,951","1,628","5,777","12,597","9,339",,,,,,
18180,KENTUCKY                 ,CAMPBELL,"-48,024","-111,829","-81,023","-23,779","-83,468","-29,891","-59,089","-76,056","-22,186","-76,864",,,,,,
18190,KENTUCKY                 ,CARLISLE,"2,537",970,"1,411","1,925","1,537","1,138",903,954,"1,114","1,334",,,,,,
18191,KENTUCKY                 ,CARROLL,"2,227","1,367",884,"3,090","2,702","1,414",976,"1,656","3,359","2,651",,,,,,
18210,KENTUCKY                 ,CARTER,798,"-1,765","-1,793","-3,330","1,760","-1,701","-1,130","-4,306","-5,055","-4,940",,,,,,
18220,KENTUCKY                 ,CASEY,"10,064","7,821","11,630","8,985","4,523","20,900","17,806","29,420","30,249","21,952",,,,,,
18230,KENTUCKY                 ,CHRISTIAN,"-47,193","-20,295","-29,452","26,255","28,398","-32,989","-14,031","-25,069","17,180","36,495",,,,,,
18240,KENTUCKY                 ,CLARK,"-19,068","-17,597","-9,633","19,463","27,302","-49,287","-41,583","-23,284","49,821","54,598",,,,,,
18250,KENTUCKY                 ,CLAY,"14,194","12,350","15,018","12,332","9,950","18,862","15,041","15,324","15,207","10,755",,,,,,
18260,KENTUCKY                 ,CLINTON,"6,762","4,564","4,222","4,444","2,370","16,376","10,362","12,574","16,523","10,433",,,,,,
18270,KENTUCKY                 ,CRITTENDEN,"4,980","4,187","5,612","5,298","2,951","5,230","4,019","5,709","3,658","3,179",,,,,,
18271,KENTUCKY                 ,CUMBERLAND,"8,036","3,889","3,391","6,109","3,075","21,088","13,036","15,831","14,017","11,261",,,,,,
18290,KENTUCKY                 ,DAVIESS,"-121,829","-96,197","-123,826","-51,044","-65,714","-114,707","-91,980","-135,622","-77,453","-79,721",,,,,,
18291,KENTUCKY                 ,EDMONSON,"59,063","63,562","66,981","98,339","46,836","62,332","71,771","97,077","77,287","38,960",,,,,,
18310,KENTUCKY                 ,ELLIOTT,920,-75,"2,906","2,905","3,115","1,426",680,"3,944","5,534","3,502",,,,,,
18320,KENTUCKY                 ,ESTILL,"6,749","6,405","5,791","6,919","7,088","12,500","8,392","11,209","10,834","10,099",,,,,,
18330,KENTUCKY                 ,FAYETTE,"-93,713","-83,981","-47,724","108,570","151,289","-144,565","-113,877","-79,112","168,223","226,787",,,,,,
18340,KENTUCKY                 ,FLEMING,"5,979","6,054","6,382","6,154","4,929","2,842","2,242","4,555","6,857","3,583",,,,,,
18350,KENTUCKY                 ,FLOYD,"14,618","7,995","7,132","10,013","9,353","16,008","9,846","12,373","11,901","6,806",,,,,,
18360,KENTUCKY                 ,FRANKLIN,"17,372","17,207","23,018","20,210","23,548","24,975","18,526","21,826","28,301","21,721",,,,,,
18361,KENTUCKY                 ,FULTON,"4,326","2,849","4,175","2,306","1,743","5,194","3,685","4,985","4,585","3,279",,,,,,
18362,KENTUCKY                 ,GALLATIN,"-1,274","-2,885","-2,541",-500,"-6,514",-581,"-3,545","-1,562",-532,"-2,186",,,,,,
18390,KENTUCKY                 ,GARRARD,"5,476","3,098","5,543","5,281","4,170","19,170","12,344","15,084","13,558","11,707",,,,,,
18400,KENTUCKY                 ,GRANT,"-7,305","-13,641","-13,168","-3,614","-19,181","-4,871","-9,435","-11,075","-2,157","-11,790",,,,,,
18410,KENTUCKY                 ,GRAVES,"21,821","13,611","15,702","15,517","16,272","9,790","7,861","8,208","4,222","5,839",,,,,,
18420,KENTUCKY                 ,GRAYSON,"7,142","4,031","5,104","9,683","6,507","5,701","6,267","3,964","9,731","6,362",,,,,,
18421,KENTUCKY                 ,GREEN,"7,115","9,615","4,303","6,438","4,007","19,043","7,806","13,302","18,553","14,152",,,,,,
18440,KENTUCKY                 ,GREENUP,"-46,982","-52,452","-92,732","-99,148","-59,818","-46,975","-46,347","-87,203","-82,262","-55,819",,,,,,
18450,KENTUCKY                 ,HANCOCK,"-8,673","-11,723","-6,594","-4,912","-4,386","-6,126","-2,795","-8,675","-2,932","-4,155",,,,,,
18460,KENTUCKY                 ,HARDIN,"-117,700","-104,544","-73,132","-26,089","-46,123","-80,099","-65,157","-49,729","-21,351","-45,753",,,,,,
18470,KENTUCKY                 ,HARLAN,"8,768","8,242","8,669","7,906","7,270","9,844","7,826","10,617","8,840","4,661",,,,,,
18480,KENTUCKY                 ,HARRISON,"6,629","5,939","6,806","7,159","5,299","13,612","9,430","11,807","10,657","7,656",,,,,,
18490,KENTUCKY                 ,HART,"8,194","9,658","9,632","15,393","7,951","18,505","9,570","14,201","18,756","18,093",,,,,,
18500,KENTUCKY                 ,HENDERSON,"-79,577","-27,302","-36,186","-16,382","-1,718","-72,381","-18,474","-28,895","-16,186","-1,475",,,,,,
18510,KENTUCKY                 ,HENRY,"-14,685","-12,610","-27,603","-8,982","-3,051","-9,153","-9,440","-20,476","-7,052","-3,118",,,,,,
18511,KENTUCKY                 ,HICKMAN,"1,372","1,527","1,938","3,178","2,201","1,266","1,600",509,"1,794","1,029",,,,,,
18530,KENTUCKY                 ,HOPKINS,"15,100","9,534","10,511","11,700","10,330","8,136","5,806","8,769","13,116","10,649",,,,,,
18540,KENTUCKY                 ,JACKSON,"6,613","6,214","6,345","4,298","4,386","8,868","6,519","6,554","5,472","4,423",,,,,,
18550,KENTUCKY                 ,JEFFERSON,"-531,287","-376,951","-832,813","-264,540","-98,790","-324,800","-242,657","-693,503","-228,266","-93,054",,,,,,
18560,KENTUCKY                 ,JESSAMINE,"-14,839","-16,917","-7,501","17,738","23,477","-21,582","-17,835","-11,801","30,453","40,941",,,,,,
18570,KENTUCKY                 ,JOHNSON,"7,374","4,059","3,994","5,119","3,914","2,768","4,143","2,745","2,970","3,005",,,,,,
18580,KENTUCKY                 ,KENTON,"-68,027","-100,079","-90,572","-29,318","-124,238","-35,537","-97,372","-104,299","-31,425","-114,293",,,,,,
18590,KENTUCKY                 ,KNOTT,"4,767","4,228","4,029","5,411","3,512","3,490","4,503","7,888","3,994","4,117",,,,,,
18600,KENTUCKY                 ,KNOX,"11,129","10,412","12,352","13,068","7,682","19,219","14,992","15,635","18,155","16,470",,,,,,
18610,KENTUCKY                 ,LARUE,"-14,971","-16,789","-11,714","-4,213","-5,701","-6,500","-9,837","-5,874","-2,394","-5,539",,,,,,
18620,KENTUCKY                 ,LAUREL,"19,236","23,337","19,183","16,526","11,102","24,918","24,550","22,549","21,699","13,191",,,,,,
18630,KENTUCKY                 ,LAWRENCE,"5,894","4,789","5,143","4,497","2,688","7,928","5,459","6,583","4,673","4,322",,,,,,
18640,KENTUCKY                 ,LEE,"2,161","1,753","2,734","2,623","2,248","2,664","1,379","1,443","2,032","2,482",,,,,,
