DISABLED -- REPRICING ADJUSTMENTS TO THE 2007-2011 HOME HEALTH REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,Part A Reimbursement Adjustment 2007,Part A Reimbursement Adjustment 2008,Part A Reimbursement Adjustment 2009,Part A Reimbursement Adjustment 2010,Part A Reimbursement Adjustment 2011,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011,,,,,,
11652,GEORGIA                  ,LANIER,-957,-467,-263,272,-5,"-2,439",-553,-294,-57,-38,,,,,,
11660,GEORGIA                  ,LAURENS,"-2,494","-5,236","-5,620","-6,491","-3,968","-3,145","-3,738","-6,098","-6,681","-3,815",,,,,,
11670,GEORGIA                  ,LEE,"-2,315",-811,"-1,419","-2,198","-3,691","-1,801",-688,"-2,931","-3,092","-3,551",,,,,,
11680,GEORGIA                  ,LIBERTY,"-1,130","-1,927","-1,463","-1,863","-2,597","-3,780","-2,936","-2,543","-2,662","-2,102",,,,,,
11690,GEORGIA                  ,LINCOLN,-310,-262,"-1,674",-219,-451,-584,-527,-212,-272,-164,,,,,,
11691,GEORGIA                  ,LONG,-175,-810,-368,-243,"-1,196",-992,"-1,317","-1,229","-1,594",-614,,,,,,
11700,GEORGIA                  ,LOWNDES,"-11,084","-4,051","-4,185",-925,-474,"-11,140","-5,912","-3,487","-1,152","-1,006",,,,,,
11701,GEORGIA                  ,LUMPKIN,-802,"-1,714","-2,653","-1,716",-834,"-1,421","-3,898","-3,520","-2,314","-1,293",,,,,,
11702,GEORGIA                  ,MCDUFFIE,"-1,950","-3,417","-1,558",-185,"-1,236","-1,903","-2,304","-2,064",-189,-547,,,,,,
11703,GEORGIA                  ,MCINTOSH,"-6,649","-4,016","-5,664",-948,"-1,662",-522,"-1,381","-1,979","-1,285","-1,507",,,,,,
11710,GEORGIA                  ,MACON,"-1,073",-628,-372,"-1,047",-755,-609,-646,-578,-902,-830,,,,,,
11720,GEORGIA                  ,MADISON,"-3,322","-5,953",-872,-987,"-2,181","-4,971","-16,046","-3,313","-1,500","-4,852",,,,,,
11730,GEORGIA                  ,MARION,462,-377,-690,-183,"-1,462",625,-89,-248,-367,"-2,939",,,,,,
11740,GEORGIA                  ,MERIWETHER,"-1,677","-2,044","-2,166","-1,050","-2,253","-1,547","-2,382","-1,981",-644,"-1,541",,,,,,
11741,GEORGIA                  ,MILLER,-495,-858,-53,-320,-266,-172,-182,-239,-340,-121,,,,,,
11750,GEORGIA                  ,MITCHELL,-904,"-2,406","-1,180","-1,441",-820,-830,"-1,352",-938,"-2,003",-951,,,,,,
11760,GEORGIA                  ,MONROE,"-4,600","-7,747","-6,747","-9,498","-6,320","-4,286","-1,928","-7,971","-12,650","-2,267",,,,,,
11770,GEORGIA                  ,MONTGOMERY,-861,"-1,015","-1,042",-922,-882,-757,-181,"-1,226","-1,362","-2,639",,,,,,
11771,GEORGIA                  ,MORGAN,-666,"-1,323",-697,"-1,576",-306,"-1,166",-695,"-2,046","-1,785",-730,,,,,,
11772,GEORGIA                  ,MURRAY,"-4,775",939,"1,903","3,868","3,899","-3,979","1,157","4,251","4,071","5,580",,,,,,
11780,GEORGIA                  ,MUSCOGEE,"16,269","-8,382","-11,605","-15,117","-30,312","14,302","-8,879","-16,722","-14,544","-37,059",,,,,,
11790,GEORGIA                  ,NEWTON,"-5,470","-7,308","-6,870","-2,645","-1,097","-8,308","-9,739","-8,792","-4,067","-1,841",,,,,,
11800,GEORGIA                  ,OCONEE,"-2,314","-1,865",-297,-349,"-1,214","-3,306","-8,839",-695,-238,"-1,705",,,,,,
11801,GEORGIA                  ,OGLETHORPE,"-1,472","-4,113",-387,-171,"-1,671","-1,473","-2,215",-661,-199,"-1,337",,,,,,
11810,GEORGIA                  ,PAULDING,"-5,531","-5,094","-4,242","-1,948",-496,"-8,526","-9,149","-8,250","-2,934","-2,147",,,,,,
11811,GEORGIA                  ,PEACH,"-3,712","-4,707","-7,342","-4,817","-1,863","-2,055","-1,825","-3,828","-3,888",-538,,,,,,
11812,GEORGIA                  ,PICKENS,"-2,965","-2,931","-3,626","-1,012",-467,"-4,316","-2,577","-2,451","-2,125",-302,,,,,,
11820,GEORGIA                  ,PIERCE,"-2,105","-1,935","-2,909","-2,350","-2,344","-1,150","-2,056","-1,997","-1,993","-1,493",,,,,,
11821,GEORGIA                  ,PIKE,-793,-799,-777,-426,-183,"-1,454",-647,"-2,698",-807,-598,,,,,,
11830,GEORGIA                  ,POLK,"-5,516","-5,757","-5,195","-6,400","-3,059","-8,814","-10,071","-10,137","-10,024","-8,877",,,,,,
11831,GEORGIA                  ,PULASKI,"-1,117","-1,707","-2,942","-1,175","-1,499",-499,"-2,250","-1,506","-1,197","-1,514",,,,,,
11832,GEORGIA                  ,PUTNAM,-908,-955,-826,"-1,941",-850,"-1,061",-724,-999,"-2,649","-1,979",,,,,,
11833,GEORGIA                  ,QUITMAN,-95,0,0,0,-60,0,0,-22,0,-14,,,,,,
11834,GEORGIA                  ,RABUN,-859,-393,"-1,904","-1,383","-2,239","-2,046","-2,854","-2,995","-2,874","-2,204",,,,,,
11835,GEORGIA                  ,RANDOLPH,-238,-632,-586,-355,-372,-457,-541,-642,-808,-691,,,,,,
11840,GEORGIA                  ,RICHMOND,"-18,514","-14,224","-18,231","-1,839","-11,405","-16,005","-13,841","-24,527","-2,209","-11,967",,,,,,
11841,GEORGIA                  ,ROCKDALE,"-3,187","-3,299","-3,821","-3,013",-950,"-6,261","-4,574","-4,258","-2,086",-947,,,,,,
11842,GEORGIA                  ,SCHLEY,-98,-79,-207,-638,-315,0,-106,"-1,383",-839,0,,,,,,
11850,GEORGIA                  ,SCREVEN,-769,-462,-530,-632,-349,-348,-375,-588,-219,-803,,,,,,
11851,GEORGIA                  ,SEMINOLE,"-1,081",-426,-554,"-1,079",-543,-986,-456,-707,-819,-439,,,,,,
11860,GEORGIA                  ,SPALDING,"-5,109","-5,685","-6,894","-2,479","-1,117","-9,396","-4,974","-8,542","-4,128","-1,925",,,,,,
11861,GEORGIA                  ,STEPHENS,"-2,481","-4,889","-6,375","-5,243","-4,347","-4,108","-6,906","-9,985","-7,885","-7,003",,,,,,
11862,GEORGIA                  ,STEWART,0,-203,-463,-378,-224,-209,0,-100,-130,-368,,,,,,
11870,GEORGIA                  ,SUMTER,-572,"-1,425","-1,298","-2,791","-2,046","-2,466","-1,277","-1,279","-3,184","-3,340",,,,,,
11880,GEORGIA                  ,TALBOT,-198,-878,-804,-753,-808,-469,-955,"-1,192","-1,730","-1,233",,,,,,
11881,GEORGIA                  ,TALIAFERRO,-105,-198,-622,-293,-139,-25,-290,-361,-228,-130,,,,,,
11882,GEORGIA                  ,TATTNALL,"-1,440","-2,428","-1,725","-1,568",-896,"-1,089","-1,616","-1,539","-1,398",-657,,,,,,
11883,GEORGIA                  ,TAYLOR,-872,-713,"-1,597","-1,273",-579,-599,-992,"-1,574","-3,419","-1,503",,,,,,
11884,GEORGIA                  ,TELFAIR,"-1,912","-1,560","-3,758","-6,522","-2,730","-3,675","-4,592","-7,709","-8,565","-7,659",,,,,,
11885,GEORGIA                  ,TERRELL,"-1,761",-449,-844,"-1,101","-1,074","-2,994",-503,-683,"-1,844","-2,726",,,,,,
11890,GEORGIA                  ,THOMAS,"-3,457","-3,021","-5,072","-5,275","-3,582","-1,672","-1,743","-2,103","-2,560","-1,545",,,,,,
11900,GEORGIA                  ,TIFT,"-1,792",-755,"-1,934","-2,222","-2,831","-1,136",-637,"-2,664","-4,967","-4,967",,,,,,
11901,GEORGIA                  ,TOOMBS,"-1,998","-2,742","-3,667","-2,961","-1,554","-1,880","-1,290","-2,673","-5,325","-1,935",,,,,,
11902,GEORGIA                  ,TOWNS,-125,-166,-876,-205,-213,-891,-631,-974,-957,-701,,,,,,
11903,GEORGIA                  ,TREUTLEN,-718,-920,"-1,736",-943,-241,-262,-543,-471,"-1,107",-273,,,,,,
11910,GEORGIA                  ,TROUP,"-2,366","-4,956","-5,157","-5,832","-3,111","-3,423","-5,117","-6,589","-6,797","-3,689",,,,,,
11911,GEORGIA                  ,TURNER,-98,-170,-503,-835,-176,-664,-396,-629,"-1,257","-1,228",,,,,,
11912,GEORGIA                  ,TWIGGS,"-4,814","-2,156","-1,541","-2,805",-663,"-2,893","-8,430",-568,"-2,927","-3,205",,,,,,
11913,GEORGIA                  ,UNION,-639,"-1,394","-1,118","-1,647",-511,"-1,922","-1,015","-1,578","-2,563","-1,179",,,,,,
11920,GEORGIA                  ,UPSON,-597,"-1,000","-2,367","-4,622","-2,831","-1,897","-2,273","-3,403","-4,003","-3,256",,,,,,
11921,GEORGIA                  ,WALKER,"-8,368","-8,115","-4,460","-4,659","-3,998","-9,549","-12,145","-8,397","-5,489","-3,833",,,,,,
11930,GEORGIA                  ,WALTON,"-7,160","-7,542","-6,025","-2,218",-834,"-8,027","-9,203","-6,102","-2,416","-1,669",,,,,,
11940,GEORGIA                  ,WARE,"-4,035","-6,785","-7,639","-7,923","-5,386","-5,975","-7,833","-5,910","-4,884","-4,190",,,,,,
11941,GEORGIA                  ,WARREN,-355,"-1,289",-387,-921,-344,-514,-973,-858,-917,-237,,,,,,
11950,GEORGIA                  ,WASHINGTON,-724,-536,-195,-432,-566,-674,-421,-593,-868,-731,,,,,,
11960,GEORGIA                  ,WAYNE,"-2,314","-1,760","-2,120","-3,381","-2,619",-95,-541,"-1,160","-1,601","-1,299",,,,,,
11961,GEORGIA                  ,WEBSTER,-95,0,-142,-69,-22,0,0,0,0,0,,,,,,
11962,GEORGIA                  ,WHEELER,-840,-23,"-1,098",-188,-589,-648,"-1,177",-384,-345,-178,,,,,,
11963,GEORGIA                  ,WHITE,-414,-727,"-1,786","-1,951",-709,-689,"-1,594","-1,653","-1,489",-957,,,,,,
11970,GEORGIA                  ,WHITFIELD,"-5,625","1,093","4,985","5,761","5,955","-6,381","1,230","3,261","9,597","12,789",,,,,,
11971,GEORGIA                  ,WILCOX,"-1,042",-659,-793,-144,"-1,216",-693,-715,"-1,096",-811,-177,,,,,,
11972,GEORGIA                  ,WILKES,-598,-675,"-1,265","-1,543",-866,"-1,008","-1,215",-597,"-1,234",-545,,,,,,
11973,GEORGIA                  ,WILKINSON,"-2,031",-256,"-1,392","-1,807","-1,200",-920,"-1,348",-453,"-1,696","-1,946",,,,,,
11980,GEORGIA                  ,WORTH,"-3,175",-591,"-1,598","-5,231","-3,639","-3,070",-973,-791,"-1,662","-1,666",,,,,,
12010,HAWAII                   ,HAWAII,476,333,"-3,503","-3,052","-3,156","3,954","-1,222","-6,619","-3,304","-6,040",,,,,,
12020,HAWAII                   ,HONOLULU,"52,548","20,209","15,086","15,078","16,355","25,422","15,513","7,723","10,988","6,111",,,,,,
12030,HAWAII                   ,KALAWAO,0,0,0,0,0,0,0,0,0,0,,,,,,
12040,HAWAII                   ,KAUAI,359,-379,-904,"-1,659","-1,648",227,-936,"-4,250","-2,374",-781,,,,,,
12050,HAWAII                   ,MAUI,"3,238",-283,"-3,080","-4,314","-4,578",201,-466,"-2,935","-4,965","-7,035",,,,,,
13000,IDAHO                    ,ADA,"-25,215","-34,404","-16,453","-35,655","-30,634","-25,614","-28,375","-24,714","-36,965","-28,777",,,,,,
13010,IDAHO                    ,ADAMS,0,-903,-4,-6,-25,-590,-74,-12,-11,1,,,,,,
13020,IDAHO                    ,BANNOCK,"2,930","1,916","8,923","10,053","1,756","6,415","4,760","14,103","14,827","5,074",,,,,,
13030,IDAHO                    ,BEAR LAKE,-374,-556,-69,-167,97,"-1,008",-257,-15,-316,65,,,,,,
13040,IDAHO                    ,BENEWAH,-279,-56,184,497,58,"-1,458",-392,-66,-688,66,,,,,,
13050,IDAHO                    ,BINGHAM,"-4,659","-2,229",-506,148,"-1,285","-4,438","-3,935",-793,"-1,231",-847,,,,,,
13060,IDAHO                    ,BLAINE,-109,-65,13,-18,28,"-3,770",-948,-114,-163,77,,,,,,
13070,IDAHO                    ,BOISE,-230,0,0,-55,-839,-8,-13,-573,0,-496,,,,,,
13080,IDAHO                    ,BONNER,"-2,012","-1,522",-407,-895,197,"-1,976","-2,378",-168,-683,350,,,,,,
13090,IDAHO                    ,BONNEVILLE,822,"-2,155","1,277","-6,353","-21,105",606,"-5,414","1,205","-5,619","-25,983",,,,,,
13100,IDAHO                    ,BOUNDARY,"-1,446",-32,-107,-94,57,-121,-125,-92,-112,40,,,,,,
13110,IDAHO                    ,BUTTE,"-1,219",-12,-21,-83,37,"-1,162",-117,-56,-108,165,,,,,,
13120,IDAHO                    ,CAMAS,-324,0,0,0,0,-684,-127,-2,-6,0,,,,,,
13130,IDAHO                    ,CANYON,"-13,720","-9,487","-10,279","-16,332","-10,633","-13,326","-8,196","-10,571","-11,972","-13,891",,,,,,
13140,IDAHO                    ,CARIBOU,-935,-274,42,-105,-526,-652,-230,428,0,216,,,,,,
13150,IDAHO                    ,CASSIA,"-1,221","-1,065",-139,-259,143,"-2,491","-1,111",-404,-852,44,,,,,,
13160,IDAHO                    ,CLARK,0,0,0,0,0,0,0,0,0,0,,,,,,
13170,IDAHO                    ,CLEARWATER,-118,-41,44,0,-1,-229,-48,0,0,0,,,,,,
13180,IDAHO                    ,CUSTER,-75,0,-5,0,0,-940,-92,0,0,-154,,,,,,
13190,IDAHO                    ,ELMORE,"-1,974","-1,089",-215,-399,64,"-2,982","-1,072",-134,-854,157,,,,,,
13200,IDAHO                    ,FRANKLIN,-632,-359,-136,"-1,529",-527,-601,-231,-65,-451,-280,,,,,,
13210,IDAHO                    ,FREMONT,"-1,444",-885,-138,-154,37,-253,"-2,254",-292,-267,-60,,,,,,
13220,IDAHO                    ,GEM,-261,-410,-958,"-1,863",-871,"-1,057","-1,149",-821,"-1,596","-1,217",,,,,,
13230,IDAHO                    ,GOODING,"-1,205","-1,104",11,-111,98,"-1,405",-162,-186,-285,166,,,,,,
13240,IDAHO                    ,IDAHO,-815,"-1,009",-35,0,-55,"-1,913",-500,12,-54,0,,,,,,
13250,IDAHO                    ,JEFFERSON,201,-332,106,"-1,628","-4,127",470,"-1,086",239,"-1,575","-3,711",,,,,,
13260,IDAHO                    ,JEROME,-399,-534,-131,-717,193,"-1,463",-299,-210,-487,190,,,,,,
13270,IDAHO                    ,KOOTENAI,"-1,247","-7,969","-2,035",156,"-2,761","-5,035","-8,648","-3,827","1,335","-4,394",,,,,,
13280,IDAHO                    ,LATAH,"-2,743",-598,-284,-871,339,"-2,203",-171,-205,-209,-13,,,,,,
13290,IDAHO                    ,LEMHI,-913,-468,-24,570,2,0,"-1,070",-53,-66,46,,,,,,
13300,IDAHO                    ,LEWIS,-17,-114,-6,0,-4,-12,-137,0,0,0,,,,,,
13310,IDAHO                    ,LINCOLN,-213,-51,-106,-126,0,-642,0,-52,-23,34,,,,,,
13320,IDAHO                    ,MADISON,-682,-36,-11,-287,-173,"-2,004","-1,710",-148,-423,65,,,,,,
13330,IDAHO                    ,MINIDOKA,"-1,344",-777,-169,-260,99,"-3,741","-2,456",-503,"-1,849",488,,,,,,
13340,IDAHO                    ,NEZ PERCE,"-2,126",-379,-545,"-2,094",0,"-2,092",193,-213,-481,-71,,,,,,
13350,IDAHO                    ,ONEIDA,"-1,210",-454,-23,-41,43,-252,262,266,-49,32,,,,,,
13360,IDAHO                    ,OWYHEE,"-1,245",-881,"-1,170",0,-535,"-1,653","-1,245","-1,412","-1,528",-999,,,,,,
13370,IDAHO                    ,PAYETTE,"-1,360",-760,-248,-311,109,"-1,245",-70,-105,-379,-98,,,,,,
13380,IDAHO                    ,POWER,927,-11,524,169,220,435,511,"1,070",173,9,,,,,,
13390,IDAHO                    ,SHOSHONE,"-4,218","-1,633",-135,-415,209,"-5,089","-3,594",-399,"-1,206",237,,,,,,
13400,IDAHO                    ,TETON,0,-372,-6,0,62,0,0,0,-229,0,,,,,,
13410,IDAHO                    ,TWIN FALLS,"-8,014","-2,313",-808,"-1,382",446,"-6,158","-4,583",-999,"-2,445",798,,,,,,
13420,IDAHO                    ,VALLEY,"-1,424","-1,592",-319,"-1,727",0,"-1,128","-1,512",-382,"-1,733","-1,416",,,,,,
13430,IDAHO                    ,WASHINGTON,-240,"-1,014",-43,-490,99,-642,-484,-54,-235,149,,,,,,
14000,ILLINOIS                 ,ADAMS,687,626,-53,"1,151","1,519","1,002",781,734,"1,486","1,091",,,,,,
14010,ILLINOIS                 ,ALEXANDER,299,226,236,"-1,080",47,227,127,28,-595,-220,,,,,,
14020,ILLINOIS                 ,BOND,"2,224","1,436","1,067","1,788","1,544","1,047","1,599","1,446","2,126","1,229",,,,,,
14030,ILLINOIS                 ,BOONE,-448,"1,329","1,736","-2,501",-494,"-1,275",833,"1,064","-1,605","-1,472",,,,,,
14040,ILLINOIS                 ,BROWN,66,59,36,51,22,0,20,120,109,0,,,,,,
14050,ILLINOIS                 ,BUREAU,716,404,372,"1,447",597,251,"1,330",419,"1,571",620,,,,,,
14060,ILLINOIS                 ,CALHOUN,334,192,634,102,179,790,99,667,922,407,,,,,,
14070,ILLINOIS                 ,CARROLL,"1,007",199,363,559,315,325,55,74,554,405,,,,,,
14080,ILLINOIS                 ,CASS,288,327,-57,262,290,93,45,67,300,115,,,,,,
14090,ILLINOIS                 ,CHAMPAIGN,"6,970","12,763","7,834","-2,247","-6,311","5,430","7,852","11,177","-3,818","-3,957",,,,,,
14100,ILLINOIS                 ,CHRISTIAN,"1,377",810,67,608,539,"1,285",545,358,600,489,,,,,,
14110,ILLINOIS                 ,CLARK,98,202,50,276,312,362,117,183,456,297,,,,,,
14120,ILLINOIS                 ,CLAY,363,154,100,724,303,351,470,180,242,173,,,,,,
14130,ILLINOIS                 ,CLINTON,"3,139","1,486","3,437","2,351","2,098","3,857","2,388","3,365","4,090","2,492",,,,,,
14140,ILLINOIS                 ,COLES,679,836,278,861,943,888,896,553,"1,282",805,,,,,,
14141,ILLINOIS                 ,COOK,"-240,499","-178,580","416,969","304,601","53,615","-722,246","-599,319","1,692,631","1,523,825","256,188",,,,,,
14150,ILLINOIS                 ,CRAWFORD,96,245,106,221,230,708,441,282,416,232,,,,,,
14160,ILLINOIS                 ,CUMBERLAND,156,34,100,159,256,36,110,141,234,273,,,,,,
14170,ILLINOIS                 ,DEKALB,"-1,638","-1,159","2,114","2,492",376,"-1,561","-1,316","6,549","8,021","1,420",,,,,,
14180,ILLINOIS                 ,DE WITT,239,407,91,188,9,136,336,100,258,228,,,,,,
14190,ILLINOIS                 ,DOUGLAS,201,735,145,134,13,339,742,214,376,282,,,,,,
14250,ILLINOIS                 ,DUPAGE,"-17,847","-15,052","36,734","25,707","5,397","-26,219","-22,911","57,739","56,266","9,243",,,,,,
14310,ILLINOIS                 ,EDGAR,283,180,65,668,64,235,104,578,456,363,,,,,,
14320,ILLINOIS                 ,EDWARDS,130,132,16,121,262,143,146,23,53,185,,,,,,
14330,ILLINOIS                 ,EFFINGHAM,346,315,199,"1,019",369,564,492,259,718,717,,,,,,
14340,ILLINOIS                 ,FAYETTE,678,459,323,735,542,"1,177",552,284,732,775,,,,,,
14350,ILLINOIS                 ,FORD,803,"1,705","1,754",38,-509,294,764,432,-189,-966,,,,,,
14360,ILLINOIS                 ,FRANKLIN,"2,148","1,342",688,"2,516","1,530","1,466",773,273,"2,321","1,631",,,,,,
14370,ILLINOIS                 ,FULTON,918,692,423,751,485,525,849,322,"1,227",715,,,,,,
14380,ILLINOIS                 ,GALLATIN,243,335,69,526,243,221,202,299,521,243,,,,,,
14390,ILLINOIS                 ,GREENE,851,"1,100",196,701,458,438,281,155,385,271,,,,,,
14400,ILLINOIS                 ,GRUNDY,-727,"-1,249","3,378","2,083",308,-602,-440,"5,654","3,120",391,,,,,,
14410,ILLINOIS                 ,HAMILTON,313,79,100,233,141,197,37,37,0,16,,,,,,
14420,ILLINOIS                 ,HANCOCK,372,496,245,478,335,421,603,134,629,458,,,,,,
14421,ILLINOIS                 ,HARDIN,9,300,71,581,174,174,146,17,548,193,,,,,,
14440,ILLINOIS                 ,HENDERSON,193,39,-11,166,375,360,73,47,48,16,,,,,,
14450,ILLINOIS                 ,HENRY,"3,675","1,570","4,752","7,040","7,809","4,906","3,036","3,721","6,965","7,329",,,,,,
14460,ILLINOIS                 ,IROQUOIS,586,460,-20,"1,106",70,628,-484,393,735,162,,,,,,
14470,ILLINOIS                 ,JACKSON,"1,468","1,261",814,"2,353","1,554","1,262","1,176",270,"2,174","1,555",,,,,,
14480,ILLINOIS                 ,JASPER,-106,114,38,53,57,317,163,17,82,348,,,,,,
14490,ILLINOIS                 ,JEFFERSON,"1,475","1,070",574,"1,855","1,000",920,599,524,"1,180",833,,,,,,
14500,ILLINOIS                 ,JERSEY,"2,507","1,690","2,638","2,928","2,984","1,917",321,"2,990","1,590","1,122",,,,,,
14510,ILLINOIS                 ,JO DAVIESS,138,-122,69,181,115,147,51,-156,98,348,,,,,,
14520,ILLINOIS                 ,JOHNSON,648,172,364,974,547,413,125,163,491,494,,,,,,
14530,ILLINOIS                 ,KANE,"-12,487","-10,379","23,449","21,212","3,900","-13,812","-18,578","65,689","51,716","8,810",,,,,,
14540,ILLINOIS                 ,KANKAKEE,"3,079","-3,125","-18,029",-590,"-21,239","2,341","-8,235","-18,856",670,"-36,784",,,,,,
14550,ILLINOIS                 ,KENDALL,"-1,545","-1,158","2,483","1,408",232,"-2,354","-1,255","2,606","3,506",431,,,,,,
14560,ILLINOIS                 ,KNOX,"2,613","1,185",632,"2,511","2,669","3,098","1,777","2,228","4,967","2,566",,,,,,
14570,ILLINOIS                 ,LAKE,-918,"21,519","23,523","18,526","-23,758","-3,926","62,854","73,865","67,361","-83,078",,,,,,
14580,ILLINOIS                 ,LA SALLE,"1,302",499,"1,625","3,477","2,648","1,274",685,"1,382","3,454","2,854",,,,,,
14590,ILLINOIS                 ,LAWRENCE,513,196,196,486,467,929,409,276,910,527,,,,,,
14600,ILLINOIS                 ,LEE,328,284,427,"1,036",491,877,762,213,938,784,,,,,,
14610,ILLINOIS                 ,LIVINGSTON,"1,013",576,836,"1,018","1,419",979,665,507,"1,676","1,579",,,,,,
14620,ILLINOIS                 ,LOGAN,520,796,221,746,367,572,92,85,328,608,,,,,,
14630,ILLINOIS                 ,MCDONOUGH,401,435,194,400,831,397,518,238,880,445,,,,,,
14640,ILLINOIS                 ,MCHENRY,"-6,907","-6,615","22,876","16,804","1,572","-9,749","-8,862","26,901","15,840","1,389",,,,,,
14650,ILLINOIS                 ,MCLEAN,"13,205","4,048","2,901","3,753","2,025","5,930","5,330","2,655","3,809","4,655",,,,,,
14660,ILLINOIS                 ,MACON,"-4,461","-1,213","-2,427",287,"2,092","-2,595",-841,"-1,885",349,"1,688",,,,,,
14670,ILLINOIS                 ,MACOUPIN,"5,046","3,428","4,570","7,206","5,036","4,670","4,000","8,787","5,905","4,157",,,,,,
14680,ILLINOIS                 ,MADISON,"33,117","31,815","40,038","37,226","35,062","21,873","25,121","34,899","39,897","31,937",,,,,,
14690,ILLINOIS                 ,MARION,"2,685","1,342",904,"2,347","3,234",924,"1,411",982,"1,926",882,,,,,,
14700,ILLINOIS                 ,MARSHALL,-332,-670,-380,-428,-348,-146,-402,-638,-573,-149,,,,,,
14710,ILLINOIS                 ,MASON,311,487,166,493,532,212,170,39,249,275,,,,,,
14720,ILLINOIS                 ,MASSAC,944,699,596,"1,709","1,015",234,1,196,567,301,,,,,,
14730,ILLINOIS                 ,MENARD,841,561,252,-515,28,"2,234",413,269,-297,164,,,,,,
14740,ILLINOIS                 ,MERCER,794,238,"1,399","1,052","1,264",757,690,"5,145","3,391","3,933",,,,,,
14750,ILLINOIS                 ,MONROE,"3,889","1,525","2,143",947,"3,927","1,144","1,803","3,960","4,041","5,220",,,,,,
14760,ILLINOIS                 ,MONTGOMERY,797,374,"1,306",925,"1,066",979,410,217,489,362,,,,,,
14770,ILLINOIS                 ,MORGAN,521,340,294,"1,232","1,924",459,427,524,"1,053",348,,,,,,
14780,ILLINOIS                 ,MOULTRIE,350,142,125,462,498,178,337,197,"1,134",198,,,,,,
14790,ILLINOIS                 ,OGLE,"2,434",994,172,"1,036",938,"1,510",956,"1,744","3,558","2,552",,,,,,
14800,ILLINOIS                 ,PEORIA,"-4,901","-14,735","-6,475","-18,306","-20,278","-3,390","-14,024","-7,091","-23,823","-27,241",,,,,,
14810,ILLINOIS                 ,PERRY,"1,045",664,562,471,723,313,342,222,174,201,,,,,,
14820,ILLINOIS                 ,PIATT,667,137,633,-70,-441,561,86,967,-494,-331,,,,,,
14830,ILLINOIS                 ,PIKE,256,58,32,513,177,88,31,197,"1,157",119,,,,,,
14831,ILLINOIS                 ,POPE,78,79,43,207,23,394,30,48,383,106,,,,,,
14850,ILLINOIS                 ,PULASKI,583,243,173,90,283,834,256,175,-184,-28,,,,,,
14860,ILLINOIS                 ,PUTNAM,77,40,28,3,40,17,8,0,0,0,,,,,,
14870,ILLINOIS                 ,RANDOLPH,"1,195",731,"1,700","1,476","1,054","1,316",949,225,"1,659","1,655",,,,,,
14880,ILLINOIS                 ,RICHLAND,625,447,372,646,787,382,318,100,401,455,,,,,,
14890,ILLINOIS                 ,ROCK ISLAND,"9,596","6,662","27,434","33,529","23,310","15,188","20,396","56,870","97,078","80,022",,,,,,
14900,ILLINOIS                 ,ST. CLAIR,"30,497","27,899","40,490","37,304","32,532","19,401","23,952","42,328","36,122","38,194",,,,,,
14910,ILLINOIS                 ,SALINE,"1,723","1,044",485,"1,630","1,459","1,176",780,694,820,777,,,,,,
14920,ILLINOIS                 ,SANGAMON,"16,752","11,729","6,900","-22,977","4,401","12,896","5,921","5,645","-33,187","4,828",,,,,,
14921,ILLINOIS                 ,SCHUYLER,-47,107,126,97,104,-221,3,21,124,2,,,,,,
14940,ILLINOIS                 ,SCOTT,132,20,11,107,272,76,0,0,93,0,,,,,,
14950,ILLINOIS                 ,SHELBY,589,293,-106,232,144,402,279,"-3,190",607,-210,,,,,,
14960,ILLINOIS                 ,STARK,-24,-189,-87,-528,0,-16,119,-46,-286,-213,,,,,,
14970,ILLINOIS                 ,STEPHENSON,147,-738,-914,-52,173,352,-821,348,101,"1,102",,,,,,
14980,ILLINOIS                 ,TAZEWELL,"-1,666","-8,990","-4,816","-7,897","-10,793","-3,066","-13,858","-6,072","-17,018","-16,447",,,,,,
14981,ILLINOIS                 ,UNION,438,480,226,777,468,750,382,255,95,149,,,,,,
14982,ILLINOIS                 ,VERMILION,"14,443","10,350","9,632","20,398","4,121","7,545","4,236","5,500","11,310","4,244",,,,,,
14983,ILLINOIS                 ,WABASH,225,15,214,235,185,124,318,122,443,173,,,,,,
14984,ILLINOIS                 ,WARREN,261,280,100,608,417,298,196,194,541,290,,,,,,
14985,ILLINOIS                 ,WASHINGTON,826,294,215,648,231,39,106,45,86,248,,,,,,
14986,ILLINOIS                 ,WAYNE,226,142,233,"1,038",393,435,307,126,172,187,,,,,,
14987,ILLINOIS                 ,WHITE,"1,182",129,310,889,354,357,110,228,269,408,,,,,,
14988,ILLINOIS                 ,WHITESIDE,"1,592","1,118",580,"1,556",977,"3,468","2,666","1,702","2,725","2,781",,,,,,
14989,ILLINOIS                 ,WILL,"-19,724","-13,120","37,097","29,131","4,445","-22,758","-23,316","79,127","59,872","10,863",,,,,,
14990,ILLINOIS                 ,WILLIAMSON,"2,294","1,769","1,240","2,457","2,235","1,246","1,299","1,442","2,231","1,250",,,,,,
14991,ILLINOIS                 ,WINNEBAGO,"-2,658","8,166","11,465","-18,841","-7,924","-7,469","1,998","53,753","-18,576","-19,984",,,,,,
